주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"7,210","7,937","9,540","8,816","10,039"
영업이익,-171,20,149,138,262
영업이익(발표기준),-171,20,149,138,262
세전계속사업이익,-206,13,208,147,342
당기순이익,-236,-10,109,114,197
  당기순이익(지배),-216,15,114,116,186
  당기순이익(비지배),-20,-25,-4,-1,11
자산총계,"6,325","6,406","6,523","6,680","6,994"
부채총계,"4,098","4,202","4,241","4,310","4,368"
자본총계,"2,228","2,204","2,281","2,370","2,626"
  자본총계(지배),"2,080","2,081","2,160","2,252","2,561"
  자본총계(비지배),147,,122,118,65
자본금,304,304,304,304,304
영업활동현금흐름,261,420,538,581,407
투자활동현금흐름,-253,-131,18,-281,-326
재무활동현금흐름,-58,-433,-394,-32,-314
CAPEX,322,296,296,329,420
FCF,-61,124,242,252,-13
이자발생부채,"1,998","1,662","1,377","1,365","1,169"
영업이익률,-2.37,0.25,1.56,1.56,2.61
순이익률,-3.27,-0.13,1.15,1.30,1.97
ROE(%),-9.81,0.72,5.35,5.24,7.74
ROA(%),-3.57,-0.16,1.69,1.73,2.89
부채비율,183.94,190.69,185.92,181.90,166.32
자본유보율,574.37,572.97,597.00,626.26,713.56
EPS(원),-708,49,373,379,612
PER(배),N/A,27.58,5.90,9.67,4.38
BPS(원),"6,832","6,833","7,092","7,395","8,412"
PBR(배),0.29,0.20,0.31,0.50,0.32
현금DPS(원),0,0,50,50,90
현금배당수익률,0.00,0.00,2.27,1.36,3.36
현금배당성향(%),0.00,0.00,13.41,13.18,8.52
발행주식수(보통주),"30,450,420","30,450,420","30,450,420","30,450,420","30,450,420"
