주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"5,514","6,147","6,475","6,429","7,309"
영업이익,278,227,292,323,255
영업이익(발표기준),278,227,292,323,255
세전계속사업이익,398,191,267,277,240
당기순이익,294,127,189,180,144
  당기순이익(지배),294,127,189,180,144
  당기순이익(비지배),,,,,
자산총계,"5,918","6,074","6,273","6,667","6,706"
부채총계,"2,928","2,996","3,050","3,328","3,257"
자본총계,"2,990","3,078","3,224","3,339","3,450"
  자본총계(지배),"2,990","3,078","3,224","3,339","3,450"
  자본총계(비지배),,,,,
자본금,102,102,102,102,102
영업활동현금흐름,333,140,592,399,238
투자활동현금흐름,-172,-124,-216,-60,-179
재무활동현금흐름,-263,-29,-185,35,-120
CAPEX,121,98,133,137,99
FCF,212,42,459,262,139
이자발생부채,"1,192","1,216","1,131","1,232","1,183"
영업이익률,5.03,3.69,4.50,5.02,3.49
순이익률,5.34,2.07,2.92,2.80,1.98
ROE(%),10.23,4.20,6.00,5.48,4.26
ROA(%),5.07,2.13,3.06,2.78,2.16
부채비율,97.91,97.35,94.60,99.68,94.39
자본유보율,"2,844.76","2,917.21","3,050.70","3,175.49","3,261.26"
EPS(원),"1,439",623,924,879,706
PER(배),6.03,13.22,8.82,11.28,21.11
BPS(원),"14,613","15,042","15,754","16,315","16,859"
PBR(배),0.59,0.55,0.52,0.61,0.88
현금DPS(원),250,250,275,275,275
현금배당수익률,2.88,3.04,3.37,2.77,1.85
현금배당성향(%),17.38,40.17,29.79,31.31,38.97
발행주식수(보통주),"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000"
