주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,252,284,325,378,509
영업이익,-46,3,20,72,76
영업이익(발표기준),-46,3,20,72,76
세전계속사업이익,-220,-127,24,52,95
당기순이익,-220,-127,43,52,95
  당기순이익(지배),-220,-127,43,52,95
  당기순이익(비지배),,,,,
자산총계,619,591,633,697,958
부채총계,78,116,117,126,305
자본총계,541,475,515,571,654
  자본총계(지배),541,475,515,571,654
  자본총계(비지배),,,,,
자본금,292,300,300,300,300
영업활동현금흐름,-21,34,-1,90,-52
투자활동현금흐름,27,-67,-17,-36,-93
재무활동현금흐름,5,89,-1,-2,185
CAPEX,38,47,11,6,43
FCF,-59,-13,-12,84,-95
이자발생부채,4,30,31,31,172
영업이익률,-18.09,0.92,6.04,19.16,14.95
순이익률,-87.16,-44.73,13.38,13.88,18.69
ROE(%),-29.53,-24.96,8.78,9.65,15.54
ROA(%),-26.81,-20.96,7.10,7.88,11.49
부채비율,14.33,24.48,22.80,22.13,46.61
자본유보율,75.45,58.55,72.23,90.86,118.38
EPS(원),-376,-214,72,87,159
PER(배),N/A,N/A,117.10,197.89,82.25
BPS(원),927,792,859,953,"1,090"
PBR(배),6.15,15.40,9.88,18.16,11.97
현금DPS(원),0,,,,
현금배당수익률,0.00,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"58,408,110","59,958,950","59,958,950","59,958,950","59,958,950"
