주요재무정보,"2019/12
(IFRS별도)","2020/06
(IFRS별도)","2020/12
(IFRS별도)","2021/06
(IFRS별도)","2021/12
(IFRS별도)"
매출액,225,381,383,486,562
영업이익,145,239,242,290,328
영업이익(발표기준),145,239,242,290,328
세전계속사업이익,106,155,156,170,184
당기순이익,106,155,156,170,184
  당기순이익(지배),106,155,156,170,184
  당기순이익(비지배),,,,,
자산총계,"15,838","15,846","15,739","23,912","24,039"
부채총계,"7,216","7,234","7,248","12,226","12,508"
자본총계,"8,623","8,612","8,491","11,686","11,531"
  자본총계(지배),"8,623","8,612","8,491","11,686","11,531"
  자본총계(비지배),,,,,
자본금,860,860,860,"1,215","1,215"
영업활동현금흐름,736,361,356,767,538
투자활동현금흐름,"-11,175",-53,-63,"-8,396",-359
재무활동현금흐름,"10,606",-233,-346,"7,478",-145
CAPEX,,,,,
FCF,736,361,356,767,538
이자발생부채,"6,418","6,429","6,439","11,000","11,329"
영업이익률,64.48,62.75,63.01,59.69,58.32
순이익률,47.04,40.81,40.74,34.91,32.76
ROE(%),1.64,1.80,1.83,1.68,1.59
ROA(%),1.04,0.98,0.99,0.86,0.77
부채비율,83.68,84.00,85.36,104.61,108.48
자본유보율,902.82,901.61,887.46,861.96,849.16
EPS(원),83,87,87,79,76
PER(배),72.10,61.65,59.61,75.56,73.26
BPS(원),"4,828","4,822","4,754","4,810","4,746"
PBR(배),1.24,1.11,1.10,1.24,1.17
현금DPS(원),92,155,155,139,159
현금배당수익률,1.54,2.89,2.97,2.33,2.86
현금배당성향(%),156.76,178.66,178.30,200.00,210.85
발행주식수(보통주),"178,614,460","178,614,460","178,614,460","171,968,884","242,968,884"
