주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,783,716,891,"1,099",968
영업이익,-39,-53,-10,-108,-80
영업이익(발표기준),-39,-53,-10,-108,-80
세전계속사업이익,-52,-9,-75,-216,-163
당기순이익,-29,-40,-67,-205,-177
  당기순이익(지배),-28,-38,-72,-159,-175
  당기순이익(비지배),-1,-2,5,-46,-2
자산총계,733,482,"1,154",908,"1,023"
부채총계,554,348,868,600,705
자본총계,178,134,286,308,318
  자본총계(지배),178,136,168,301,312
  자본총계(비지배),0,-1,118,8,6
자본금,84,84,120,247,327
영업활동현금흐름,-31,-61,-99,-106,20
투자활동현금흐름,-5,207,-30,-37,-192
재무활동현금흐름,43,-152,177,96,228
CAPEX,3,25,11,25,39
FCF,-35,-85,-110,-132,-19
이자발생부채,280,128,530,364,441
영업이익률,-5.03,-7.40,-1.09,-9.83,-8.27
순이익률,-3.69,-5.59,-7.49,-18.67,-18.24
ROE(%),-17.16,-24.45,-47.63,-67.86,-57.13
ROA(%),-3.74,-6.59,-8.16,-19.91,-18.30
부채비율,310.51,259.29,303.29,194.62,221.31
자본유보율,106.92,53.81,41.57,25.05,7.40
EPS(원),-198,-228,-369,-414,-305
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"1,060",806,700,609,477
PBR(배),0.89,1.41,3.48,2.97,3.29
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"16,823,040","16,823,040","23,966,505","49,376,445","65,408,729"
