주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,973","2,171","1,204","2,574","3,732","4,161","4,430","4,470"
영업이익,517,568,137,666,"1,224","1,380","1,440","1,460"
영업이익(발표기준),517,568,137,666,"1,224",,,
세전계속사업이익,145,620,246,656,"1,363","1,340","1,440","1,470"
당기순이익,95,493,193,501,"1,044","1,102","1,110","1,130"
  당기순이익(지배),95,493,193,501,"1,044","1,020","1,110","1,130"
  당기순이익(비지배),,,,,,,,
자산총계,"2,851","2,460","2,575","3,270","4,293","4,800","5,420","5,960"
부채총계,789,305,378,699,825,900,"1,010","1,020"
자본총계,"2,062","2,156","2,197","2,571","3,468","3,900","4,410","4,940"
  자본총계(지배),"2,062","2,156","2,197","2,571","3,468","3,900","4,410","4,940"
  자본총계(비지배),,,,,,,,
자본금,127,127,127,127,127,180,180,180
영업활동현금흐름,360,456,272,375,523,"1,080","1,030","1,120"
투자활동현금흐름,167,-230,91,117,-650,-340,-200,-200
재무활동현금흐름,-452,-711,-130,-151,-199,-540,-590,-590
CAPEX,99,242,190,74,253,270,130,130
FCF,261,214,82,300,270,,,
이자발생부채,148,0,2,3,6,,,
영업이익률,26.18,26.16,11.40,25.90,32.80,33.18,32.51,32.66
순이익률,4.81,22.69,16.00,19.48,27.99,26.50,25.06,25.28
ROE(%),4.57,23.37,8.85,21.03,34.59,27.69,26.71,24.17
ROA(%),3.33,18.55,7.65,17.16,27.62,24.25,21.72,19.86
부채비율,38.26,14.14,17.19,27.18,23.78,23.08,22.90,20.65
자본유보율,"1,990.54","1,980.37","2,019.21","2,069.18","2,622.89",,,
EPS(원),75,403,168,482,"1,048","1,031","1,122","1,142"
PER(배),79.31,9.66,24.06,18.76,18.06,13.67,12.57,12.34
BPS(원),"1,962","2,143","2,187","2,614","3,506","3,943","4,458","4,994"
PBR(배),3.02,1.81,1.85,3.46,5.40,3.58,3.16,2.82
현금DPS(원),120,125,50,200,300,300,600,600
현금배당수익률,2.03,3.21,1.23,2.21,1.59,2.13,4.26,4.26
현금배당성향(%),133.07,25.51,26.08,39.24,28.41,29.09,53.47,52.52
발행주식수(보통주),"127,164,200","114,447,780","114,447,780","103,003,002","98,919,754",,,
