주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"169,134","174,493","180,416","114,285","132,042","132,447","140,171","147,167"
영업이익,"11,676","11,764","12,286",-204,"9,459","7,716","9,030","9,767"
영업이익(발표기준),"11,676","11,764","12,286",-204,"9,459",,,
세전계속사업이익,"3,559",-83,"1,393","-8,214","6,104","3,788","5,910","6,606"
당기순이익,459,"-3,405","4,331","-9,639","6,567","1,957","3,795","4,247"
  당기순이익(지배),406,"-1,169","4,204","-5,533","2,118",599,"1,436","1,680"
  당기순이익(비지배),54,"-2,236",127,"-4,106","4,449",,,
자산총계,"287,690","288,803","291,697","302,010","260,099","253,736","257,134","260,374"
부채총계,"211,656","217,352","223,502","224,354","175,128","165,893","167,044","167,604"
자본총계,"76,034","71,450","68,195","77,656","84,971","87,843","90,090","92,770"
  자본총계(지배),"24,741","20,115","15,625","16,597","21,651","20,325","21,380","22,790"
  자본총계(비지배),"51,294",,"52,570","61,059","63,320",,,
자본금,"1,348","1,348","1,237","1,237","1,237","1,239","1,239","1,239"
영업활동현금흐름,"6,770","10,219","7,842","1,265","7,432","6,408","9,225","9,545"
투자활동현금흐름,"-5,560","-9,431","-9,358","-3,434","-3,151","-7,846","-6,819","-7,002"
재무활동현금흐름,"2,899",108,"-3,445","11,521","-10,358","-2,023","-1,926","-2,106"
CAPEX,"3,948","3,841","5,719","5,668","4,001","4,545","4,508","4,473"
FCF,"2,822","6,378","2,123","-4,403","3,431","-1,916",-321,35
이자발생부채,"124,275","125,440","127,435","128,736","93,625",,,
영업이익률,6.90,6.74,6.81,-0.18,7.16,5.83,6.44,6.64
순이익률,0.27,-1.95,2.40,-8.43,4.97,1.48,2.71,2.89
ROE(%),1.67,-5.21,23.52,-34.34,11.08,2.85,6.89,7.61
ROA(%),0.16,-1.18,1.49,-3.25,2.34,0.76,1.49,1.64
부채비율,278.37,304.20,327.74,288.91,206.10,188.85,185.42,180.67
자본유보율,"1,614.27","1,276.69","1,602.57","1,818.42","2,186.51",,,
EPS(원),"1,594","-4,779","18,218","-25,839","9,892","2,797","6,706","7,846"
PER(배),70.89,N/A,3.86,N/A,11.93,29.35,12.24,10.46
BPS(원),"125,871","102,338","87,780","93,238","121,631","114,183","120,110","128,031"
PBR(배),0.90,1.09,0.80,0.56,0.97,0.72,0.68,0.64
현금DPS(원),"5,100","5,200","5,200","2,000","2,000","2,000","2,000","2,000"
현금배당수익률,4.51,4.66,7.40,3.82,1.69,2.44,2.44,2.44
현금배당성향(%),259.30,-87.62,23.78,-3.60,16.89,55.17,23.01,19.67
발행주식수(보통주),"19,198,003","18,238,102","16,523,835","16,523,835","16,523,835",,,
