주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,828","2,787","8,199","8,862","9,799"
영업이익,104,-458,752,207,430
영업이익(발표기준),104,-458,752,207,430
세전계속사업이익,155,-627,"-2,361",-111,367
당기순이익,69,"-1,033","-2,375",-257,342
  당기순이익(지배),86,"-1,017","-1,705",-234,230
  당기순이익(비지배),-16,-16,-670,-23,112
자산총계,"8,862","7,599","29,016","10,870","10,660"
부채총계,"5,525","5,342","26,366","8,979","8,455"
자본총계,"3,337","2,256","2,650","1,892","2,205"
  자본총계(지배),"3,429","2,369",673,316,608
  자본총계(비지배),-32,,"1,977","1,575","1,598"
자본금,386,393,419,419,422
영업활동현금흐름,148,-567,226,709,"1,095"
투자활동현금흐름,"-1,302",834,"-13,883","15,000",-640
재무활동현금흐름,507,-451,"15,336","-16,728",-894
CAPEX,49,26,14,32,44
FCF,99,-593,213,677,"1,051"
이자발생부채,"1,098",926,"18,954","5,034","4,620"
영업이익률,3.67,-16.45,9.17,2.34,4.38
순이익률,2.46,-37.05,-28.97,-2.90,3.49
ROE(%),2.54,-35.07,-112.11,-47.30,49.76
ROA(%),0.82,-12.55,-12.97,-1.29,3.17
부채비율,165.57,236.75,995.05,474.63,383.41
자본유보율,759.71,477.13,37.24,-46.81,21.33
EPS(원),118,"-1,397","-2,286",-295,289
PER(배),18.96,N/A,N/A,N/A,5.93
BPS(원),"4,733","3,203",850,400,762
PBR(배),0.47,0.66,1.82,2.71,2.24
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"72,677,207","74,166,668","79,378,330","79,378,330","79,927,080"
