주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,007",837,867,"1,177","1,152"
영업이익,18,-23,5,56,40
영업이익(발표기준),18,-23,5,56,40
세전계속사업이익,15,-24,3,41,77
당기순이익,5,-20,2,36,59
  당기순이익(지배),5,-20,2,36,59
  당기순이익(비지배),,,,,
자산총계,"1,054","1,006","1,029","1,050","1,253"
부채총계,401,377,399,388,403
자본총계,653,628,630,662,850
  자본총계(지배),653,628,630,662,850
  자본총계(비지배),,,,,
자본금,85,85,85,85,85
영업활동현금흐름,48,-5,23,55,73
투자활동현금흐름,-59,-29,-13,-10,-224
재무활동현금흐름,6,-1,-5,2,99
CAPEX,66,30,23,15,20
FCF,-18,-34,0,40,53
이자발생부채,268,270,278,283,241
영업이익률,1.76,-2.71,0.54,4.73,3.45
순이익률,0.52,-2.41,0.21,3.08,5.14
ROE(%),0.80,-3.16,0.29,5.61,7.83
ROA(%),0.49,-1.96,0.18,3.48,5.14
부채비율,61.37,60.01,63.32,58.58,47.42
자본유보율,718.30,693.26,694.94,733.47,919.35
EPS(원),31,-118,11,212,347
PER(배),120.26,N/A,269.69,37.00,43.52
BPS(원),"4,221","4,059","4,069","4,278","5,252"
PBR(배),0.87,0.86,0.72,1.83,2.87
현금DPS(원),20,20,20,45,45
현금배당수익률,0.54,0.57,0.68,0.57,0.30
현금배당성향(%),60.52,-15.66,171.27,19.43,12.41
발행주식수(보통주),"15,680,000","15,680,000","15,680,000","15,680,000","15,680,000"
