주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,375","2,167","2,609","2,175","2,064"
영업이익,25,62,118,88,91
영업이익(발표기준),25,62,118,88,91
세전계속사업이익,15,6,77,74,71
당기순이익,13,-7,42,48,49
  당기순이익(지배),20,-3,46,53,55
  당기순이익(비지배),-7,-5,-4,-4,-6
자산총계,"2,280","2,284","2,183","2,079","1,947"
부채총계,"1,356","1,367","1,228","1,097",928
자본총계,923,917,955,982,"1,020"
  자본총계(지배),"1,005",999,"1,041","1,072","1,116"
  자본총계(비지배),-82,,-86,-90,-96
자본금,64,64,64,64,64
영업활동현금흐름,-210,30,265,192,236
투자활동현금흐름,254,-16,64,-8,2
재무활동현금흐름,6,-45,-167,-222,-234
CAPEX,7,8,9,6,2
FCF,-217,22,256,186,234
이자발생부채,933,888,760,575,374
영업이익률,1.06,2.85,4.52,4.05,4.39
순이익률,0.54,-0.35,1.63,2.21,2.38
ROE(%),1.99,-0.30,4.54,4.97,4.98
ROA(%),0.55,-0.33,1.90,2.26,2.43
부채비율,146.96,149.18,128.52,111.73,90.95
자본유보율,"1,586.63","1,579.26","1,646.88","1,718.99","1,785.26"
EPS(원),157,-23,365,413,429
PER(배),22.10,N/A,11.83,12.56,13.32
BPS(원),"8,925","8,870","9,249","9,975","10,380"
PBR(배),0.39,0.60,0.47,0.52,0.55
현금DPS(원),30,30,60,120,130
현금배당수익률,0.86,0.56,1.39,2.31,2.28
현금배당성향(%),16.90,-113.48,14.57,24.56,25.63
발행주식수(보통주),"12,712,747","12,712,747","12,712,747","12,712,747","12,712,747"
