주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"16,014","19,766","16,791","15,099","18,342","19,410","20,640",
영업이익,637,"1,207",960,946,607,"1,010","1,280",
영업이익(발표기준),637,"1,207",960,946,607,,,
세전계속사업이익,586,594,738,722,287,860,"1,130",
당기순이익,420,408,400,593,137,650,860,
  당기순이익(지배),420,408,400,593,137,650,860,
  당기순이익(비지배),-1,,,,0,,,
자산총계,"17,410","17,927","17,433","17,404","18,878","18,820","19,340",
부채총계,"11,966","12,052","11,312","11,056","12,085","11,790","11,590",
자본총계,"5,444","5,875","6,121","6,349","6,793","7,030","7,750",
  자본총계(지배),"5,231","5,663","5,906","6,348","6,793","7,030","7,750",
  자본총계(비지배),213,,215,0,0,,,
자본금,"1,190","1,190","1,190","1,190","1,190","1,190","1,190",
영업활동현금흐름,"1,045","1,241","1,994","1,252","1,058",840,"1,650",
투자활동현금흐름,-290,-613,-471,-878,-681,-840,-840,
재무활동현금흐름,-715,-682,"-1,331",-340,-425,110,-470,
CAPEX,697,812,485,648,661,840,840,
FCF,348,428,"1,510",604,397,,,
이자발생부채,"9,031","8,524","7,576","7,627","7,673",,,
영업이익률,3.98,6.10,5.71,6.26,3.31,5.20,6.20,
순이익률,2.62,2.07,2.38,3.92,0.75,3.35,4.17,
ROE(%),8.81,7.49,6.92,9.67,2.08,9.40,11.64,
ROA(%),2.66,2.31,2.26,3.40,0.75,3.45,4.51,
부채비율,219.80,205.14,184.81,174.14,177.90,167.71,149.55,
자본유보율,328.90,347.24,368.90,404.28,401.45,,,
EPS(원),"1,812","1,715","1,681","2,490",575,"2,731","3,613",
PER(배),7.72,9.68,8.59,5.56,23.50,5.04,3.81,
BPS(원),"21,999","23,815","24,836","26,698","28,568","29,565","32,593",
PBR(배),0.64,0.70,0.58,0.52,0.47,0.47,0.42,
현금DPS(원),600,600,600,700,600,650,600,600
현금배당수익률,4.29,3.61,4.15,5.05,4.44,4.73,4.36,4.36
현금배당성향(%),33.95,34.95,35.65,28.08,104.33,23.80,16.61,
발행주식수(보통주),"23,800,576","23,800,576","23,800,576","23,800,576","23,800,576",,,
