항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,278,"-1,053",-584,"1,082",328,"1,138",-70,247
  당기순이익(지배)＜당기＞,37.0,-139.8,-77.5,143.6,43.6,151.0, , 
  보통주수정평균발행주식수＜당기＞,"13,273,577","13,273,577","13,273,577","13,273,577","13,273,577","13,273,577", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"8,500","7,367","6,586","7,882","8,181","8,915",4,9
  자본총계(지배)＜당기＞,"1,026.2",889.5,795.2,951.6,990.1,"1,079.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"12,073,577","12,073,577","12,073,577","12,073,577","12,102,668","12,102,668", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,339,-610,314,"1,043",594,"1,266",-43,113
  영업활동현금흐름＜당기＞,45.0,-81.0,41.7,138.5,78.9,35.0, , 
  보통주수정평균발행주식수＜당기＞,"13,273,577","13,273,577","13,273,577","13,273,577","13,273,577","13,273,577", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"8,367","5,998","6,562","9,105","9,588","11,760",5,23
  매출액＜당기＞,"1,110.6",796.1,871.1,"1,208.5","1,272.7","1,561.0", , 
  보통주수정평균발행주식수＜당기＞,"13,273,577","13,273,577","13,273,577","13,273,577","13,273,577","13,273,577", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,32.61,N/A,N/A,8.31,32.76,7.72,294.26,-76.44
  보통주수정주가(기말)＜당기＞,"9,080","6,420","5,380","8,990","10,750","8,780", , 
  EPS＜당기＞,278,"-1,053",-584,"1,082",328,"1,138", , 
펼치기 PBR,1.07,0.87,0.82,1.14,1.31,0.98,15.21,-25.06
  보통주수정주가(기말)＜당기＞,"9,080","6,420","5,380","8,990","10,750","8,780", , 
  BPS＜당기＞,"8,500","7,367","6,586","7,882","8,181","8,915", , 
펼치기 PCR,26.80,-10.52,17.11,8.62,18.08,6.94,109.88,-61.64
  보통주수정주가(기말)＜당기＞,"9,080","6,420","5,380","8,990","10,750","8,780", , 
  CPS＜당기＞,339,-610,314,"1,043",594,"1,266", , 
펼치기 PSR,1.09,1.07,0.82,0.99,1.12,0.75,13.55,-33.41
  보통주수정주가(기말)＜당기＞,"9,080","6,420","5,380","8,990","10,750","8,780", , 
  SPS＜당기＞,"8,367","5,998","6,562","9,105","9,588","11,760", , 
펼치기 EV/EBITDA,100.57,-9.20,-20.46,10.29,11.44,7.29,11.22,-36.29
  EV＜당기＞,"1,640.6","1,412.6","1,239.1","1,308.8","1,454.1","1,290.4", , 
  EBITDA＜당기＞,16.3,-153.5,-60.6,127.2,127.1,177.0, , 
펼치기 DPS,100,0,0,200,150,,-25, 
  현금DPS,100,0,0,200,150,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.10,0.00,0.00,2.22,1.40,2.28,-0.83,0.88
  현금배당성향(%),32.66,0.00,0.00,16.81,41.68,17.58,24.86,-24.10
