항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,108,16,-77,186,"1,228",,562, 
  당기순이익(지배)＜당기＞,45.4,6.9,-32.5,78.0,515.8,, , 
  보통주수정평균발행주식수＜당기＞,"42,000,000","42,000,000","42,000,000","42,000,000","42,000,000","42,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"4,536","4,479","4,368","4,521","5,759",,27, 
  자본총계(지배)＜당기＞,"1,905.2","1,881.2","1,834.4","1,898.7","2,418.8",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"42,000,000","42,000,000","42,000,000","42,000,000","42,000,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,508,376,303,550,"1,335",,143, 
  영업활동현금흐름＜당기＞,213.3,158.1,127.2,230.9,560.5,, , 
  보통주수정평균발행주식수＜당기＞,"42,000,000","42,000,000","42,000,000","42,000,000","42,000,000","42,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"3,120","3,151","3,114","3,169","3,456",,9, 
  매출액＜당기＞,"1,310.5","1,323.6","1,308.0","1,331.0","1,451.5",, , 
  보통주수정평균발행주식수＜당기＞,"42,000,000","42,000,000","42,000,000","42,000,000","42,000,000","42,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,19.39,127.68,N/A,16.16,2.40,,-85.14, 
  보통주수정주가(기말)＜당기＞,"2,095","2,100","2,050","3,000","2,950","3,525", , 
  EPS＜당기＞,108,16,-77,186,"1,228",, , 
펼치기 PBR,0.46,0.47,0.47,0.66,0.51,,-22.81, 
  보통주수정주가(기말)＜당기＞,"2,095","2,100","2,050","3,000","2,950","3,525", , 
  BPS＜당기＞,"4,536","4,479","4,368","4,521","5,759",, , 
펼치기 PCR,4.12,5.58,6.77,5.46,2.21,,-59.50, 
  보통주수정주가(기말)＜당기＞,"2,095","2,100","2,050","3,000","2,950","3,525", , 
  CPS＜당기＞,508,376,303,550,"1,335",, , 
펼치기 PSR,0.67,0.67,0.66,0.95,0.85,,-9.83, 
  보통주수정주가(기말)＜당기＞,"2,095","2,100","2,050","3,000","2,950","3,525", , 
  SPS＜당기＞,"3,120","3,151","3,114","3,169","3,456",, , 
펼치기 EV/EBITDA,8.33,8.15,6.88,11.14,-2.60,,-123.36, 
  EV＜당기＞,947.1,820.4,650.0,854.6,-218.5,, , 
  EBITDA＜당기＞,113.8,100.7,94.4,76.8,84.0,, , 
펼치기 DPS,20,20,10,30,50,,67, 
  현금DPS,20,20,10,30,50,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.95,0.95,0.49,1.00,1.69,,0.69, 
  현금배당성향(%),18.51,121.60,-12.90,16.16,4.07,,-12.09, 
