항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-150,-111,-37,-165,-81,,51, 
  당기순이익(지배)＜당기＞,-113.3,-111.1,-48.1,-266.5,-133.0,, , 
  보통주수정평균발행주식수＜당기＞,"75,296,145","100,334,843","131,493,077","161,778,999","163,761,009","163,761,009", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,650,486,424,269,210,,-22, 
  자본총계(지배)＜당기＞,561.7,504.4,661.4,427.9,334.8,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"86,394,270","103,849,585","155,822,897","159,155,279","159,155,279","159,155,279", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-20,-105,-27,4,-7,,-309, 
  영업활동현금흐름＜당기＞,-15.4,-105.0,-35.5,5.8,-12.2,, , 
  보통주수정평균발행주식수＜당기＞,"75,296,145","100,334,843","131,493,077","161,778,999","163,761,009","163,761,009", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,568,515,496,294,301,,2, 
  매출액＜당기＞,427.7,516.7,651.9,475.4,492.3,, , 
  보통주수정평균발행주식수＜당기＞,"75,296,145","100,334,843","131,493,077","161,778,999","163,761,009","163,761,009", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,-104.41, 
  보통주수정주가(기말)＜당기＞,245,800,400,494,498,503, , 
  EPS＜당기＞,-150,-111,-37,-165,-81,, , 
펼치기 PBR,0.38,1.65,0.94,1.84,2.37,,28.83, 
  보통주수정주가(기말)＜당기＞,245,800,400,494,498,503, , 
  BPS＜당기＞,650,486,424,269,210,, , 
펼치기 PCR,-11.99,-7.64,-14.84,138.31,-66.81,,-148.30, 
  보통주수정주가(기말)＜당기＞,245,800,400,494,498,503, , 
  CPS＜당기＞,-20,-105,-27,4,-7,, , 
펼치기 PSR,0.43,1.55,0.81,1.68,1.66,,-1.47, 
  보통주수정주가(기말)＜당기＞,245,800,400,494,498,503, , 
  SPS＜당기＞,568,515,496,294,301,, , 
펼치기 EV/EBITDA,-26.06,-45.06,22.92,-21.93,-21.59,,1.53, 
  EV＜당기＞,868.8,"1,602.9","1,227.5","1,400.1","1,358.7",, , 
  EBITDA＜당기＞,-33.3,-35.6,53.6,-63.9,-62.9,, , 
펼치기 DPS,0,0,0,,,, , 
  현금DPS,0,0,0,,,, , 
  주식DPS,0,0,0,,,, , 
  현금배당수익률,0.00,0.00,0.00,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
