항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-283,385,26,366,692,,89, 
  당기순이익(지배)＜당기＞,-60.7,82.5,5.5,78.5,148.6,, , 
  보통주수정평균발행주식수＜당기＞,"21,463,555","21,463,555","21,463,555","21,463,555","21,463,555","21,463,555", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"6,913","7,273","7,234","7,864","8,636",,10, 
  자본총계(지배)＜당기＞,"1,483.8","1,561.0","1,552.6","1,524.4","1,672.9",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"21,463,555","21,463,555","21,463,555","19,385,577","19,370,555","19,370,555", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,64,191,"-1,497",-83,"1,549",,"1,957", 
  영업활동현금흐름＜당기＞,13.8,41.1,-321.4,-17.9,332.5,, , 
  보통주수정평균발행주식수＜당기＞,"21,463,555","21,463,555","21,463,555","21,463,555","21,463,555","21,463,555", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"9,223","7,443","7,551","7,161","8,403",,17, 
  매출액＜당기＞,"1,979.6","1,597.6","1,620.7","1,537.1","1,803.5",, , 
  보통주수정평균발행주식수＜당기＞,"21,463,555","21,463,555","21,463,555","21,463,555","21,463,555","21,463,555", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,12.85,208.92,17.26,12.06,,-30.12, 
  보통주수정주가(기말)＜당기＞,"9,220","4,940","5,400","6,310","8,350","7,670", , 
  EPS＜당기＞,-283,385,26,366,692,, , 
펼치기 PBR,1.33,0.68,0.75,0.80,0.97,,20.50, 
  보통주수정주가(기말)＜당기＞,"9,220","4,940","5,400","6,310","8,350","7,670", , 
  BPS＜당기＞,"6,913","7,273","7,234","7,864","8,636",, , 
펼치기 PCR,143.11,25.80,-3.61,-75.64,5.39,,107.13, 
  보통주수정주가(기말)＜당기＞,"9,220","4,940","5,400","6,310","8,350","7,670", , 
  CPS＜당기＞,64,191,"-1,497",-83,"1,549",, , 
펼치기 PSR,1.00,0.66,0.72,0.88,0.99,,12.78, 
  보통주수정주가(기말)＜당기＞,"9,220","4,940","5,400","6,310","8,350","7,670", , 
  SPS＜당기＞,"9,223","7,443","7,551","7,161","8,403",, , 
펼치기 EV/EBITDA,32.78,-4.01,3.40,4.89,4.42,,-9.73, 
  EV＜당기＞,745.0,-198.9,114.2,416.3,534.7,, , 
  EBITDA＜당기＞,22.7,49.6,33.6,85.1,121.0,, , 
펼치기 DPS,0,75,0,0,75,, , 
  현금DPS,0,75,0,0,75,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,1.52,0.00,0.00,0.90,,0.90, 
  현금배당성향(%),0.00,19.50,0.00,0.00,9.78,,9.78, 
