항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,114,71,72,93,-20,,-122, 
  당기순이익(지배)＜당기＞,28.5,17.7,18.1,23.3,-5.0,, , 
  보통주수정평균발행주식수＜당기＞,"25,000,000","25,000,000","25,000,000","25,000,000","25,072,641","30,302,795", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,669","1,711","1,591","1,796","2,609",,45, 
  자본총계(지배)＜당기＞,417.2,427.8,397.8,449.1,777.4,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"25,000,000","25,000,000","25,000,000","25,000,000","29,800,327","29,800,327", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,63,-39,146,135,100,,-26, 
  영업활동현금흐름＜당기＞,15.9,-9.8,36.5,33.8,25.0,, , 
  보통주수정평균발행주식수＜당기＞,"25,000,000","25,000,000","25,000,000","25,000,000","25,072,641","30,302,795", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,279","2,274","2,335","2,260","2,242",,-1, 
  매출액＜당기＞,569.7,568.5,583.8,565.0,562.2,, , 
  보통주수정평균발행주식수＜당기＞,"25,000,000","25,000,000","25,000,000","25,000,000","25,072,641","30,302,795", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,18.97,26.13,29.94,71.87,N/A,,-418.82, 
  보통주수정주가(기말)＜당기＞,"2,160","1,855","2,165","6,710","4,610","4,000", , 
  EPS＜당기＞,114,71,72,93,-20,, , 
펼치기 PBR,1.29,1.08,1.36,3.74,1.77,,-52.69, 
  보통주수정주가(기말)＜당기＞,"2,160","1,855","2,165","6,710","4,610","4,000", , 
  BPS＜당기＞,"1,669","1,711","1,591","1,796","2,609",, , 
펼치기 PCR,34.04,-47.42,14.82,49.69,46.21,,-7.00, 
  보통주수정주가(기말)＜당기＞,"2,160","1,855","2,165","6,710","4,610","4,000", , 
  CPS＜당기＞,63,-39,146,135,100,, , 
펼치기 PSR,0.95,0.82,0.93,2.97,2.06,,-30.76, 
  보통주수정주가(기말)＜당기＞,"2,160","1,855","2,165","6,710","4,610","4,000", , 
  SPS＜당기＞,"2,279","2,274","2,335","2,260","2,242",, , 
펼치기 EV/EBITDA,11.11,10.18,18.17,53.71,-665.53,,"-1,339.10", 
  EV＜당기＞,441.0,386.5,755.8,"1,915.5","1,903.0",, , 
  EBITDA＜당기＞,39.7,38.0,41.6,35.7,-2.9,, , 
펼치기 DPS,30,30,35,35,35,,0, 
  현금DPS,30,30,35,35,35,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.39,1.62,1.62,0.52,0.76,,0.24, 
  현금배당성향(%),26.35,42.26,48.40,37.49,-206.77,,-244.25, 
