항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,725,440,240,128,440,,245, 
  당기순이익(지배)＜당기＞,61.6,45.0,24.8,12.9,42.9,, , 
  보통주수정평균발행주식수＜당기＞,"8,491,647","10,218,684","10,335,240","10,081,990","9,748,596","9,748,596", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"4,076","4,321","4,361","4,502","4,781",,6, 
  자본총계(지배)＜당기＞,393.8,433.8,433.5,431.7,445.8,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"9,662,540","10,040,300","9,940,983","9,590,252","9,324,900","9,324,900", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,328,690,334,437,322,,-26, 
  영업활동현금흐름＜당기＞,27.9,70.5,34.5,44.1,31.4,, , 
  보통주수정평균발행주식수＜당기＞,"8,491,647","10,218,684","10,335,240","10,081,990","9,748,596","9,748,596", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"3,616","2,601","1,995","2,247","4,272",,90, 
  매출액＜당기＞,307.0,265.8,206.2,226.5,416.5,, , 
  보통주수정평균발행주식수＜당기＞,"8,491,647","10,218,684","10,335,240","10,081,990","9,748,596","9,748,596", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,12.48,11.75,21.49,47.48,27.14,,-42.83, 
  보통주수정주가(기말)＜당기＞,"9,048","5,173","5,146","6,060","11,950","11,350", , 
  EPS＜당기＞,725,440,240,128,440,, , 
펼치기 PBR,2.22,1.20,1.18,1.35,2.50,,85.70, 
  보통주수정주가(기말)＜당기＞,"9,048","5,173","5,146","6,060","11,950","11,350", , 
  BPS＜당기＞,"4,076","4,321","4,361","4,502","4,781",, , 
펼치기 PCR,27.57,7.50,15.42,13.86,37.12,,167.77, 
  보통주수정주가(기말)＜당기＞,"9,048","5,173","5,146","6,060","11,950","11,350", , 
  CPS＜당기＞,328,690,334,437,322,, , 
펼치기 PSR,2.50,1.99,2.58,2.70,2.80,,3.69, 
  보통주수정주가(기말)＜당기＞,"9,048","5,173","5,146","6,060","11,950","11,350", , 
  SPS＜당기＞,"3,616","2,601","1,995","2,247","4,272",, , 
펼치기 EV/EBITDA,8.84,6.45,13.87,26.85,16.85,,-37.24, 
  EV＜당기＞,777.1,375.2,400.4,404.0,"1,001.0",, , 
  EBITDA＜당기＞,87.9,58.2,28.9,15.0,59.4,, , 
펼치기 DPS,168,134,67,100,150,,50, 
  현금DPS,168,134,67,100,150,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.86,2.60,1.31,1.65,1.26,,-0.39, 
  현금배당성향(%),26.14,29.59,26.47,74.52,32.59,,-41.93, 
