항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,82,345,356,333,293,,-12, 
  당기순이익(지배)＜당기＞,25.1,107.3,111.4,104.1,91.6,, , 
  보통주수정평균발행주식수＜당기＞,"30,676,393","31,145,702","31,257,770","31,257,770","31,257,770","31,257,770", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,819","2,219","2,252","3,027","3,262",,8, 
  자본총계(지배)＜당기＞,563.9,693.7,703.8,946.2,"1,019.6",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"31,007,770","31,257,770","31,257,770","31,257,770","31,257,770",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,71,972,"1,527","1,027",977,,-5, 
  영업활동현금흐름＜당기＞,21.8,302.8,477.3,321.1,305.5,, , 
  보통주수정평균발행주식수＜당기＞,"30,676,393","31,145,702","31,257,770","31,257,770","31,257,770","31,257,770", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,887,"3,171","3,810","4,182","3,511",,-16, 
  매출액＜당기＞,272.1,987.7,"1,191.0","1,307.0","1,097.3",, , 
  보통주수정평균발행주식수＜당기＞,"30,676,393","31,145,702","31,257,770","31,257,770","31,257,770","31,257,770", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,97.42,16.25,16.14,18.50,26.28,,42.07, 
  보통주수정주가(기말)＜당기＞,"7,970","5,600","5,750","6,160","7,700","5,070", , 
  EPS＜당기＞,82,345,356,333,293,, , 
펼치기 PBR,4.38,2.52,2.55,2.04,2.36,,16.00, 
  보통주수정주가(기말)＜당기＞,"7,970","5,600","5,750","6,160","7,700","5,070", , 
  BPS＜당기＞,"1,819","2,219","2,252","3,027","3,262",, , 
펼치기 PCR,112.02,5.76,3.77,6.00,7.88,,31.38, 
  보통주수정주가(기말)＜당기＞,"7,970","5,600","5,750","6,160","7,700","5,070", , 
  CPS＜당기＞,71,972,"1,527","1,027",977,, , 
펼치기 PSR,8.99,1.77,1.51,1.47,2.19,,48.89, 
  보통주수정주가(기말)＜당기＞,"7,970","5,600","5,750","6,160","7,700","5,070", , 
  SPS＜당기＞,887,"3,171","3,810","4,182","3,511",, , 
펼치기 EV/EBITDA,72.56,5.75,3.76,2.60,4.33,,66.60, 
  EV＜당기＞,"2,553.8","1,839.0","1,688.2","1,277.7","1,721.4",, , 
  EBITDA＜당기＞,35.2,320.0,448.6,492.0,397.9,, , 
펼치기 DPS,0,0,0,65,,, , 
  현금DPS,0,0,0,65,,, , 
  주식DPS,0,0,0,,,, , 
  현금배당수익률,0.00,0.00,0.00,1.06,,, , 
  현금배당성향(%),0.00,0.00,0.00,19.52,,, , 
