항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,590,378,935,669,505,,-25, 
  당기순이익(지배)＜당기＞,36.6,23.4,57.9,44.5,41.6,, , 
  보통주수정평균발행주식수＜당기＞,"6,200,000","6,200,000","6,200,000","6,641,522","8,237,917","8,256,843", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,992","2,373","3,274","5,272","5,806",,10, 
  자본총계(지배)＜당기＞,123.5,147.1,203.0,430.1,479.4,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"6,200,000","6,200,000","6,200,000","8,158,160","8,256,843","8,256,843", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-251,"2,143",456,-354,-770,,-117, 
  영업활동현금흐름＜당기＞,-15.5,132.9,28.3,-23.5,-63.4,, , 
  보통주수정평균발행주식수＜당기＞,"6,200,000","6,200,000","6,200,000","6,641,522","8,237,917","8,256,843", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"9,053","8,768","11,469","8,677","8,499",,-2, 
  매출액＜당기＞,561.3,543.6,711.1,576.3,700.1,, , 
  보통주수정평균발행주식수＜당기＞,"6,200,000","6,200,000","6,200,000","6,641,522","8,237,917","8,256,843", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,,,28.53,20.22,,-29.15, 
  보통주수정주가(기말)＜당기＞,,,,"19,100","10,200","10,500", , 
  EPS＜당기＞,590,378,935,669,505,, , 
펼치기 PBR,0.00,0.00,0.00,3.62,1.76,,-51.51, 
  보통주수정주가(기말)＜당기＞,,,,"19,100","10,200","10,500", , 
  BPS＜당기＞,"1,992","2,373","3,274","5,272","5,806",, , 
펼치기 PCR,,,,-53.93,-13.25,,75.43, 
  보통주수정주가(기말)＜당기＞,,,,"19,100","10,200","10,500", , 
  CPS＜당기＞,-251,"2,143",456,-354,-770,, , 
펼치기 PSR,,,,2.20,1.20,,-45.47, 
  보통주수정주가(기말)＜당기＞,,,,"19,100","10,200","10,500", , 
  SPS＜당기＞,"9,053","8,768","11,469","8,677","8,499",, , 
펼치기 EV/EBITDA,,,,23.06,14.75,,-36.03, 
  EV＜당기＞,,,,"1,479.9",952.1,, , 
  EBITDA＜당기＞,52.1,40.5,82.0,64.2,64.5,, , 
펼치기 DPS,50,30,50,50,50,,0, 
  현금DPS,50,30,50,50,50,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,,0.26,0.49,,0.23, 
  현금배당성향(%),8.48,7.94,5.35,9.18,9.93,,0.76, 
