항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,785,28,-137,"-1,899",-731,125,62,117
  당기순이익(지배)＜당기＞,68.7,2.5,-12.0,-167.6,-74.1,14.0, , 
  보통주수정평균발행주식수＜당기＞,"8,288,920","8,288,920","8,288,920","8,597,205","10,139,360","11,200,076", , 
  우선주수정평균발행주식수＜당기＞,"453,070","456,720","456,720","224,616",0,0, , 
펼치기 BPS,"2,555","2,559","2,384","1,471","3,025",,106, 
  자본총계(지배)＜당기＞,223.5,223.8,208.5,130.9,338.8,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"8,288,920","8,288,920","8,288,920","8,895,545","11,200,076","11,200,076", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"456,720","456,720","456,720",0,0,0, , 
펼치기 CPS,"1,444",-13,108,-263,"-1,067",,-305, 
  영업활동현금흐름＜당기＞,126.2,-1.1,9.4,-23.2,-108.2,, , 
  보통주수정평균발행주식수＜당기＞,"8,288,920","8,288,920","8,288,920","8,597,205","10,139,360","11,200,076", , 
  우선주수정평균발행주식수＜당기＞,"453,070","456,720","456,720","224,616",0,0, , 
펼치기 SPS,"6,614","5,322","7,092","4,944","5,598","6,839",13,22
  매출액＜당기＞,578.2,465.5,620.3,436.1,567.6,766.0, , 
  보통주수정평균발행주식수＜당기＞,"8,288,920","8,288,920","8,288,920","8,597,205","10,139,360","11,200,076", , 
  우선주수정평균발행주식수＜당기＞,"453,070","456,720","456,720","224,616",0,0, , 
펼치기 PER,,,,,N/A,133.60, ,551.26
  보통주수정주가(기말)＜당기＞,,,,,"21,650","16,700", , 
  EPS＜당기＞,785,28,-137,"-1,899",-731,125, , 
펼치기 PBR,0.00,0.00,0.00,0.00,7.16,, , 
  보통주수정주가(기말)＜당기＞,,,,,"21,650","16,700", , 
  BPS＜당기＞,"2,555","2,559","2,384","1,471","3,025",, , 
펼치기 PCR,,,,,-20.30,, , 
  보통주수정주가(기말)＜당기＞,,,,,"21,650","16,700", , 
  CPS＜당기＞,"1,444",-13,108,-263,"-1,067",, , 
펼치기 PSR,,,,,3.87,2.44, ,-36.86
  보통주수정주가(기말)＜당기＞,,,,,"21,650","16,700", , 
  SPS＜당기＞,"6,614","5,322","7,092","4,944","5,598","6,839", , 
펼치기 EV/EBITDA,,,,,"-4,214.43",, , 
  EV＜당기＞,,,,,"2,538.5",, , 
  EBITDA＜당기＞,135.2,22.4,40.1,-76.5,-0.6,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
