항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,779,639,984,"1,631","-1,361",,-183, 
  당기순이익(지배)＜당기＞,56.6,46.4,71.5,118.6,-115.6,, , 
  보통주수정평균발행주식수＜당기＞,"7,268,487","7,268,487","7,268,487","7,268,487","8,493,176","9,085,607", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"7,578","8,038","8,865","10,230","13,215",,29, 
  자본총계(지배)＜당기＞,548.4,580.1,637.8,731.0,"1,184.5",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,237,076","7,216,995","7,194,997","7,145,797","8,962,917","8,962,917", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,533",34,"4,461","1,860",-441,,-124, 
  영업활동현금흐름＜당기＞,111.4,2.5,324.2,135.2,-37.5,, , 
  보통주수정평균발행주식수＜당기＞,"7,268,487","7,268,487","7,268,487","7,268,487","8,493,176","9,085,607", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"5,883","6,347","9,662","12,276","8,648",,-30, 
  매출액＜당기＞,427.6,461.3,702.3,892.3,734.5,, , 
  보통주수정평균발행주식수＜당기＞,"7,268,487","7,268,487","7,268,487","7,268,487","8,493,176","9,085,607", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,26.94,19.52,19.77,19.62,N/A,,-272.05, 
  보통주수정주가(기말)＜당기＞,"20,986","12,471","19,450","32,000","45,950","45,900", , 
  EPS＜당기＞,779,639,984,"1,631","-1,361",, , 
펼치기 PBR,2.77,1.55,2.19,3.13,3.48,,11.15, 
  보통주수정주가(기말)＜당기＞,"20,986","12,471","19,450","32,000","45,950","45,900", , 
  BPS＜당기＞,"7,578","8,038","8,865","10,230","13,215",, , 
펼치기 PCR,13.69,366.98,4.36,17.21,-104.20,,-705.63, 
  보통주수정주가(기말)＜당기＞,"20,986","12,471","19,450","32,000","45,950","45,900", , 
  CPS＜당기＞,"1,533",34,"4,461","1,860",-441,, , 
펼치기 PSR,3.57,1.96,2.01,2.61,5.31,,103.83, 
  보통주수정주가(기말)＜당기＞,"20,986","12,471","19,450","32,000","45,950","45,900", , 
  SPS＜당기＞,"5,883","6,347","9,662","12,276","8,648",, , 
펼치기 EV/EBITDA,14.24,8.96,5.87,8.12,25.50,,214.11, 
  EV＜당기＞,"1,448.8",886.5,"1,121.5","2,001.6","3,301.3",, , 
  EBITDA＜당기＞,101.7,98.9,191.2,246.6,129.5,, , 
펼치기 DPS,156,106,210,340,140,,-59, 
  현금DPS,156,106,210,340,140,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.74,0.85,1.08,1.06,0.30,,-0.76, 
  현금배당성향(%),19.87,16.32,21.13,20.49,-10.85,,-31.34, 
