항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-117,-61,178,-425,-670,,-58, 
  당기순이익(지배)＜당기＞,-14.8,-8.4,25.7,-64.4,-102.4,, , 
  보통주수정평균발행주식수＜당기＞,"12,624,134","13,758,512","14,349,442","14,414,968","15,278,069","15,309,302", , 
  우선주수정평균발행주식수＜당기＞,0,0,"73,516","752,404",0,0, , 
펼치기 BPS,"1,279","1,306","2,337","1,920","1,267",,-34, 
  자본총계(지배)＜당기＞,173.9,187.0,353.8,293.3,193.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"13,600,000","14,320,000","14,352,000","15,278,069","15,278,069","15,318,069", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,"789,216",0,0,0, , 
펼치기 CPS,-88,270,-31,-372,-566,,-52, 
  영업활동현금흐름＜당기＞,-11.1,37.1,-4.5,-56.5,-86.4,, , 
  보통주수정평균발행주식수＜당기＞,"12,624,134","13,758,512","14,349,442","14,414,968","15,278,069","15,309,302", , 
  우선주수정평균발행주식수＜당기＞,0,0,"73,516","752,404",0,0, , 
펼치기 SPS,280,285,997,183,198,,8, 
  매출액＜당기＞,35.3,39.2,143.8,27.7,30.2,, , 
  보통주수정평균발행주식수＜당기＞,"12,624,134","13,758,512","14,349,442","14,414,968","15,278,069","15,309,302", , 
  우선주수정평균발행주식수＜당기＞,0,0,"73,516","752,404",0,0, , 
펼치기 PER,N/A,N/A,112.67,N/A,N/A,,69.25, 
  보통주수정주가(기말)＜당기＞,"32,850","20,325","20,050","36,500","17,700","13,000", , 
  EPS＜당기＞,-117,-61,178,-425,-670,, , 
펼치기 PBR,25.69,15.57,8.58,19.01,13.97,,-26.53, 
  보통주수정주가(기말)＜당기＞,"32,850","20,325","20,050","36,500","17,700","13,000", , 
  BPS＜당기＞,"1,279","1,306","2,337","1,920","1,267",, , 
펼치기 PCR,-372.01,75.28,-642.80,-98.01,-31.29,,68.08, 
  보통주수정주가(기말)＜당기＞,"32,850","20,325","20,050","36,500","17,700","13,000", , 
  CPS＜당기＞,-88,270,-31,-372,-566,, , 
펼치기 PSR,117.40,71.32,20.12,199.77,89.60,,-55.15, 
  보통주수정주가(기말)＜당기＞,"32,850","20,325","20,050","36,500","17,700","13,000", , 
  SPS＜당기＞,280,285,997,183,198,, , 
펼치기 EV/EBITDA,-345.45,-170.02,55.62,-94.24,-30.25,,67.90, 
  EV＜당기＞,"4,316.6","2,724.5","2,660.7","5,129.6","2,672.5",, , 
  EBITDA＜당기＞,-12.5,-16.0,47.8,-54.4,-88.3,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
