항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,273",117,100,-230,-35,,85, 
  당기순이익(지배)＜당기＞,106.9,9.8,8.4,-19.3,-2.9,, , 
  보통주수정평균발행주식수＜당기＞,"8,400,000","8,400,000","8,400,000","8,400,000","8,400,000","8,400,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"10,373","10,391","10,388","10,157","10,025",,-1, 
  자본총계(지배)＜당기＞,871.4,872.8,872.6,853.2,842.1,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"8,400,000","8,400,000","8,400,000","8,400,000","8,400,000","8,400,000", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,303,-112,173,210,-811,,-487, 
  영업활동현금흐름＜당기＞,25.5,-9.4,14.5,17.6,-68.1,, , 
  보통주수정평균발행주식수＜당기＞,"8,400,000","8,400,000","8,400,000","8,400,000","8,400,000","8,400,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"6,262","3,225","2,860","4,226","6,837",,62, 
  매출액＜당기＞,526.0,270.9,240.2,355.0,574.3,, , 
  보통주수정평균발행주식수＜당기＞,"8,400,000","8,400,000","8,400,000","8,400,000","8,400,000","8,400,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,5.92,49.12,62.16,N/A,N/A,,-688.04, 
  보통주수정주가(기말)＜당기＞,"7,530","5,760","6,220","32,100","38,150","23,250", , 
  EPS＜당기＞,"1,273",117,100,-230,-35,, , 
펼치기 PBR,0.73,0.55,0.60,3.16,3.81,,20.41, 
  보통주수정주가(기말)＜당기＞,"7,530","5,760","6,220","32,100","38,150","23,250", , 
  BPS＜당기＞,"10,373","10,391","10,388","10,157","10,025",, , 
펼치기 PCR,24.82,-51.36,36.04,153.20,-47.03,,-130.70, 
  보통주수정주가(기말)＜당기＞,"7,530","5,760","6,220","32,100","38,150","23,250", , 
  CPS＜당기＞,303,-112,173,210,-811,, , 
펼치기 PSR,1.20,1.79,2.18,7.60,5.58,,-26.54, 
  보통주수정주가(기말)＜당기＞,"7,530","5,760","6,220","32,100","38,150","23,250", , 
  SPS＜당기＞,"6,262","3,225","2,860","4,226","6,837",, , 
펼치기 EV/EBITDA,2.13,2.86,-14.87,92.14,74.17,,-19.50, 
  EV＜당기＞,207.3,41.2,44.1,"2,184.8","2,748.5",, , 
  EBITDA＜당기＞,97.3,14.4,-3.0,23.7,37.1,, , 
펼치기 DPS,100,150,0,150,150,,0, 
  현금DPS,100,150,0,150,150,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.33,2.60,0.00,0.47,0.39,,-0.07, 
  현금배당성향(%),7.86,87.80,0.00,-42.21,-241.87,,-199.66, 
