항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,728",848,947,388,"1,430",,269, 
  당기순이익(지배)＜당기＞,235.2,115.4,128.9,52.8,194.7,, , 
  보통주수정평균발행주식수＜당기＞,"13,613,232","13,613,232","13,613,232","13,613,232","13,613,232","13,613,232", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"24,092","24,637","25,087","25,651","26,809",,5, 
  자본총계(지배)＜당기＞,"3,279.8","3,353.8","3,415.2","3,297.6","3,446.6",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"13,613,232","13,613,232","13,613,232","12,856,050","12,856,050","12,856,050", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"3,064",701,"1,700","1,742","2,081",,19, 
  영업활동현금흐름＜당기＞,417.1,95.5,231.4,237.2,283.3,, , 
  보통주수정평균발행주식수＜당기＞,"13,613,232","13,613,232","13,613,232","13,613,232","13,613,232","13,613,232", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"13,421","9,128","10,439","10,151","10,779",,6, 
  매출액＜당기＞,"1,827.0","1,242.7","1,421.1","1,381.9","1,467.4",, , 
  보통주수정평균발행주식수＜당기＞,"13,613,232","13,613,232","13,613,232","13,613,232","13,613,232","13,613,232", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,13.02,19.40,20.28,34.67,11.71,,-66.22, 
  보통주수정주가(기말)＜당기＞,"22,500","16,450","19,200","13,450","16,750","18,400", , 
  EPS＜당기＞,"1,728",848,947,388,"1,430",, , 
펼치기 PBR,0.93,0.67,0.77,0.52,0.62,,19.15, 
  보통주수정주가(기말)＜당기＞,"22,500","16,450","19,200","13,450","16,750","18,400", , 
  BPS＜당기＞,"24,092","24,637","25,087","25,651","26,809",, , 
펼치기 PCR,7.34,23.46,11.30,7.72,8.05,,4.28, 
  보통주수정주가(기말)＜당기＞,"22,500","16,450","19,200","13,450","16,750","18,400", , 
  CPS＜당기＞,"3,064",701,"1,700","1,742","2,081",, , 
펼치기 PSR,1.68,1.80,1.84,1.32,1.55,,17.28, 
  보통주수정주가(기말)＜당기＞,"22,500","16,450","19,200","13,450","16,750","18,400", , 
  SPS＜당기＞,"13,421","9,128","10,439","10,151","10,779",, , 
펼치기 EV/EBITDA,4.19,5.42,5.36,1.34,2.19,,63.18, 
  EV＜당기＞,"1,697.9",880.7,"1,095.6",287.4,519.4,, , 
  EBITDA＜당기＞,404.9,162.4,204.5,214.3,237.3,, , 
펼치기 DPS,400,500,500,500,500,,0, 
  현금DPS,400,500,500,500,500,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,1.78,3.04,2.60,3.72,2.99,,-0.73, 
  현금배당성향(%),23.15,58.97,52.81,121.71,33.01,,-88.70, 
