항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-1,388",-700,"-1,514",-232,183,,179, 
  당기순이익(지배)＜당기＞,-91.5,-56.4,-135.2,-21.4,17.6,, , 
  보통주수정평균발행주식수＜당기＞,"6,591,822","8,053,948","8,926,593","9,219,440","9,609,200","10,726,164", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,285","2,022",698,646,838,,30, 
  자본총계(지배)＜당기＞,139.8,167.5,63.1,62.1,80.5,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"6,117,187","8,287,759","9,047,578","9,609,200","9,609,200","11,147,660", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"-1,949",97,-413,524,76,,-85, 
  영업활동현금흐름＜당기＞,-128.5,7.8,-36.9,48.3,7.3,, , 
  보통주수정평균발행주식수＜당기＞,"6,591,822","8,053,948","8,926,593","9,219,440","9,609,200","10,726,164", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"8,399","5,657","4,273","2,468","2,216",,-10, 
  매출액＜당기＞,553.6,455.6,381.4,227.6,213.0,, , 
  보통주수정평균발행주식수＜당기＞,"6,591,822","8,053,948","8,926,593","9,219,440","9,609,200","10,726,164", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,4.03,,226.60, 
  보통주수정주가(기말)＜당기＞,"3,708","1,845","2,350",739,739,739, , 
  EPS＜당기＞,"-1,388",-700,"-1,514",-232,183,, , 
펼치기 PBR,1.62,0.91,3.37,1.14,0.88,,-22.94, 
  보통주수정주가(기말)＜당기＞,"3,708","1,845","2,350",739,739,739, , 
  BPS＜당기＞,"2,285","2,022",698,646,838,, , 
펼치기 PCR,-1.90,18.95,-5.69,1.41,9.69,,586.43, 
  보통주수정주가(기말)＜당기＞,"3,708","1,845","2,350",739,739,739, , 
  CPS＜당기＞,"-1,949",97,-413,524,76,, , 
펼치기 PSR,0.44,0.33,0.55,0.30,0.33,,11.37, 
  보통주수정주가(기말)＜당기＞,"3,708","1,845","2,350",739,739,739, , 
  SPS＜당기＞,"8,399","5,657","4,273","2,468","2,216",, , 
펼치기 EV/EBITDA,-3.99,-3.52,-6.50,-12.26,2.04,,116.67, 
  EV＜당기＞,269.1,132.6,240.8,42.9,33.4,, , 
  EBITDA＜당기＞,-67.5,-37.6,-37.0,-3.5,16.3,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
