항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-1,179",-498,-711,-964,-325,,66, 
  당기순이익(지배)＜당기＞,-207.0,-90.6,-137.4,-194.6,-73.2,, , 
  보통주수정평균발행주식수＜당기＞,"17,559,106","18,209,638","19,310,522","20,179,406","22,506,111","24,091,980", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"4,276","4,563","3,926","3,674","3,641",,-1, 
  자본총계(지배)＜당기＞,739.8,868.7,747.4,763.2,850.1,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"17,302,888","19,038,277","19,038,277","20,773,681","23,351,295","23,908,775", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,17,-136,87,25,287,,"1,035", 
  영업활동현금흐름＜당기＞,3.0,-24.7,16.8,5.1,64.6,, , 
  보통주수정평균발행주식수＜당기＞,"17,559,106","18,209,638","19,310,522","20,179,406","22,506,111","24,091,980", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"7,435","7,600","7,049","6,444","6,235",,-3, 
  매출액＜당기＞,"1,305.6","1,384.0","1,361.2","1,300.3","1,403.2",, , 
  보통주수정평균발행주식수＜당기＞,"17,559,106","18,209,638","19,310,522","20,179,406","22,506,111","24,091,980", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,-248.46, 
  보통주수정주가(기말)＜당기＞,"12,900","8,100","6,100","7,710","9,060","10,200", , 
  EPS＜당기＞,"-1,179",-498,-711,-964,-325,, , 
펼치기 PBR,3.02,1.78,1.55,2.10,2.49,,18.58, 
  보통주수정주가(기말)＜당기＞,"12,900","8,100","6,100","7,710","9,060","10,200", , 
  BPS＜당기＞,"4,276","4,563","3,926","3,674","3,641",, , 
펼치기 PCR,767.05,-59.65,70.32,305.01,31.58,,-89.65, 
  보통주수정주가(기말)＜당기＞,"12,900","8,100","6,100","7,710","9,060","10,200", , 
  CPS＜당기＞,17,-136,87,25,287,, , 
펼치기 PSR,1.73,1.07,0.87,1.20,1.45,,21.45, 
  보통주수정주가(기말)＜당기＞,"12,900","8,100","6,100","7,710","9,060","10,200", , 
  SPS＜당기＞,"7,435","7,600","7,049","6,444","6,235",, , 
펼치기 EV/EBITDA,-31.31,-227.75,74.43,"-3,472.52",75.88,,102.19, 
  EV＜당기＞,"2,917.6","2,120.9","1,713.7","2,133.6","2,537.5",, , 
  EBITDA＜당기＞,-93.2,-9.3,23.0,-0.6,33.4,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,0.00, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
