항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,,,151,294,577,617,97,7
  당기순이익(지배)＜당기＞,,,6.9,13.5,37.6,60.0, , 
  보통주수정평균발행주식수＜당기＞,"1,549,160","4,560,000","4,560,000","4,560,000","6,494,135","9,724,507", , 
  우선주수정평균발행주식수＜당기＞,"7,384","55,000","10,849","53,169","25,808",0, , 
펼치기 BPS,,,460,764,"4,254",,457, 
  자본총계(지배)＜당기＞,,,21.0,35.7,365.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"4,560,000","4,560,000","4,560,000","4,560,000","8,580,985","10,039,268", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"55,000","55,000",0,"114,601",0,0, , 
펼치기 CPS,,,-388,650,283,,-56, 
  영업활동현금흐름＜당기＞,,,-17.7,30.0,18.4,, , 
  보통주수정평균발행주식수＜당기＞,"1,549,160","4,560,000","4,560,000","4,560,000","6,494,135","9,724,507", , 
  우선주수정평균발행주식수＜당기＞,"7,384","55,000","10,849","53,169","25,808",0, , 
펼치기 SPS,,,"2,329","3,033","3,417","3,831",13,12
  매출액＜당기＞,,,106.5,139.9,222.8,372.5, , 
  보통주수정평균발행주식수＜당기＞,"1,549,160","4,560,000","4,560,000","4,560,000","6,494,135","9,724,507", , 
  우선주수정평균발행주식수＜당기＞,"7,384","55,000","10,849","53,169","25,808",0, , 
펼치기 PER,,,,,,41.01, , 
  보통주수정주가(기말)＜당기＞,,,,,,"25,300", , 
  EPS＜당기＞,,,151,294,577,617, , 
펼치기 PBR,,,0.00,0.00,0.00,, , 
  보통주수정주가(기말)＜당기＞,,,,,,"25,300", , 
  BPS＜당기＞,,,460,764,"4,254",, , 
펼치기 PCR,,,,,,, , 
  보통주수정주가(기말)＜당기＞,,,,,,"25,300", , 
  CPS＜당기＞,,,-388,650,283,, , 
펼치기 PSR,,,,,,6.60, , 
  보통주수정주가(기말)＜당기＞,,,,,,"25,300", , 
  SPS＜당기＞,,,"2,329","3,033","3,417","3,831", , 
펼치기 EV/EBITDA,,,,,,, , 
  EV＜당기＞,,,,,,, , 
  EBITDA＜당기＞,,,10.1,25.1,52.9,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),,,0.00,0.00,0.00,,0.00, 
