항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,,-249,"-2,148","-1,413",-371,,74, 
  당기순이익(지배)＜당기＞,,-25.8,-230.7,-215.9,-70.6,, , 
  보통주수정평균발행주식수＜당기＞,"10,386,000","10,386,000","10,736,811","15,271,325","19,026,605","19,133,553", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,,-331,"-1,517","1,968","1,634",,-17, 
  자본총계(지배)＜당기＞,,-34.4,-188.9,372.4,312.7,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"10,386,000","10,386,000","12,451,261","18,926,523","19,133,553","19,133,553", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,,339,-162,-299,-270,,10, 
  영업활동현금흐름＜당기＞,,35.2,-17.4,-45.7,-51.5,, , 
  보통주수정평균발행주식수＜당기＞,"10,386,000","10,386,000","10,736,811","15,271,325","19,026,605","19,133,553", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,,"2,010","1,871","1,245","1,503",,21, 
  매출액＜당기＞,,208.8,200.9,190.1,285.9,, , 
  보통주수정평균발행주식수＜당기＞,"10,386,000","10,386,000","10,736,811","15,271,325","19,026,605","19,133,553", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,,,N/A,N/A,,-87.06, 
  보통주수정주가(기말)＜당기＞,,,,"18,100","8,890","5,640", , 
  EPS＜당기＞,,-249,"-2,148","-1,413",-371,, , 
펼치기 PBR,,0.00,0.00,9.20,5.44,,-40.85, 
  보통주수정주가(기말)＜당기＞,,,,"18,100","8,890","5,640", , 
  BPS＜당기＞,,-331,"-1,517","1,968","1,634",, , 
펼치기 PCR,,,,-60.46,-32.88,,45.63, 
  보통주수정주가(기말)＜당기＞,,,,"18,100","8,890","5,640", , 
  CPS＜당기＞,,339,-162,-299,-270,, , 
펼치기 PSR,,,,14.54,5.92,,-59.32, 
  보통주수정주가(기말)＜당기＞,,,,"18,100","8,890","5,640", , 
  SPS＜당기＞,,"2,010","1,871","1,245","1,503",, , 
펼치기 EV/EBITDA,,,,-49.40,-34.58,,30.01, 
  EV＜당기＞,,,,"3,224.9","1,593.1",, , 
  EBITDA＜당기＞,,2.1,-10.7,-65.3,-46.1,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,,0.00,,, , 
  현금배당성향(%),,,0.00,0.00,,, , 
