항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,263,221,476,492,435,,-12, 
  당기순이익(지배)＜당기＞,10.5,8.9,19.0,19.7,19.7,, , 
  보통주수정평균발행주식수＜당기＞,"4,000,000","4,000,000","4,000,000","4,000,000","4,534,334","4,741,026", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,056","2,240","2,703","3,225","5,683",,76, 
  자본총계(지배)＜당기＞,82.2,89.6,108.1,129.0,268.5,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"4,000,000","4,000,000","4,000,000","4,000,000","4,724,230","4,741,730", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,246,689,"1,431",468,573,,22, 
  영업활동현금흐름＜당기＞,9.9,27.6,57.2,18.7,26.0,, , 
  보통주수정평균발행주식수＜당기＞,"4,000,000","4,000,000","4,000,000","4,000,000","4,534,334","4,741,026", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"4,846","5,104","5,593","5,150","4,893",,-5, 
  매출액＜당기＞,193.8,204.1,223.7,206.0,221.9,, , 
  보통주수정평균발행주식수＜당기＞,"4,000,000","4,000,000","4,000,000","4,000,000","4,534,334","4,741,026", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,,,,30.90,, , 
  보통주수정주가(기말)＜당기＞,,,,,"13,450","11,500", , 
  EPS＜당기＞,263,221,476,492,435,, , 
펼치기 PBR,0.00,0.00,0.00,0.00,2.37,, , 
  보통주수정주가(기말)＜당기＞,,,,,"13,450","11,500", , 
  BPS＜당기＞,"2,056","2,240","2,703","3,225","5,683",, , 
펼치기 PCR,,,,,23.48,, , 
  보통주수정주가(기말)＜당기＞,,,,,"13,450","11,500", , 
  CPS＜당기＞,246,689,"1,431",468,573,, , 
펼치기 PSR,,,,,2.75,, , 
  보통주수정주가(기말)＜당기＞,,,,,"13,450","11,500", , 
  SPS＜당기＞,"4,846","5,104","5,593","5,150","4,893",, , 
펼치기 EV/EBITDA,,,,,18.51,, , 
  EV＜당기＞,,,,,436.4,, , 
  EBITDA＜당기＞,18.9,25.6,27.9,27.5,23.6,, , 
펼치기 DPS,20,20,0,0,80,, , 
  현금DPS,20,20,0,0,80,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,,,,0.59,, , 
  현금배당성향(%),6.24,7.31,0.00,0.00,19.15,,19.15, 
