항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,41,-168,-320,-705,-344,,51, 
  당기순이익(지배)＜당기＞,8.5,-34.9,-66.6,-156.4,-97.1,, , 
  보통주수정평균발행주식수＜당기＞,"20,800,000","20,800,000","20,800,000","22,175,351","28,222,185","29,375,769", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,350","2,186","1,839","2,281","1,942",,-15, 
  자본총계(지배)＜당기＞,458.2,426.3,358.6,590.4,523.7,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"19,500,000","19,500,000","19,500,000","25,879,476","26,969,988","28,694,817", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,164,-255,-22,-124,-199,,-60, 
  영업활동현금흐름＜당기＞,34.1,-53.0,-4.6,-27.6,-56.2,, , 
  보통주수정평균발행주식수＜당기＞,"20,800,000","20,800,000","20,800,000","22,175,351","28,222,185","29,375,769", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"6,011","5,283","4,435","3,487","2,795",,-20, 
  매출액＜당기＞,"1,250.4","1,098.8",922.5,773.2,788.9,, , 
  보통주수정평균발행주식수＜당기＞,"20,800,000","20,800,000","20,800,000","22,175,351","28,222,185","29,375,769", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,44.93,N/A,N/A,N/A,N/A,,2.54, 
  보통주수정주가(기말)＜당기＞,"1,847","2,301","1,906","2,617","1,244","2,155", , 
  EPS＜당기＞,41,-168,-320,-705,-344,, , 
펼치기 PBR,0.79,1.05,1.04,1.15,0.64,,-44.14, 
  보통주수정주가(기말)＜당기＞,"1,847","2,301","1,906","2,617","1,244","2,155", , 
  BPS＜당기＞,"2,350","2,186","1,839","2,281","1,942",, , 
펼치기 PCR,11.26,-9.04,-86.63,-21.06,-6.25,,70.31, 
  보통주수정주가(기말)＜당기＞,"1,847","2,301","1,906","2,617","1,244","2,155", , 
  CPS＜당기＞,164,-255,-22,-124,-199,, , 
펼치기 PSR,0.31,0.44,0.43,0.75,0.45,,-40.69, 
  보통주수정주가(기말)＜당기＞,"1,847","2,301","1,906","2,617","1,244","2,155", , 
  SPS＜당기＞,"6,011","5,283","4,435","3,487","2,795",, , 
펼치기 EV/EBITDA,67.50,75.01,-17.00,-15.47,-32.35,,-109.13, 
  EV＜당기＞,999.4,"1,164.6","1,075.0","1,373.1","1,025.5",, , 
  EBITDA＜당기＞,14.8,15.5,-63.2,-88.8,-31.7,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
