항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,205,177,186,149,170,,14, 
  당기순이익(지배)＜당기＞,24.5,20.9,22.0,17.7,20.1,, , 
  보통주수정평균발행주식수＜당기＞,"11,985,301","11,847,232","11,847,232","11,847,232","11,847,232","11,847,232", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,525","3,661","3,776","3,863","3,969",,3, 
  자본총계(지배)＜당기＞,417.7,433.8,447.3,457.6,470.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"11,847,232","11,847,232","11,847,232","11,847,232","11,847,232",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,289,277,325,357,68,,-81, 
  영업활동현금흐름＜당기＞,34.6,32.9,38.6,42.3,8.0,, , 
  보통주수정평균발행주식수＜당기＞,"11,985,301","11,847,232","11,847,232","11,847,232","11,847,232","11,847,232", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"4,507","4,680","4,351","4,407","5,241",,19, 
  매출액＜당기＞,540.2,554.4,515.5,522.1,620.9,, , 
  보통주수정평균발행주식수＜당기＞,"11,985,301","11,847,232","11,847,232","11,847,232","11,847,232","11,847,232", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,18.39,20.51,15.76,27.21,27.38,,0.63, 
  보통주수정주가(기말)＜당기＞,"3,765","3,620","2,930","4,060","4,650","5,240", , 
  EPS＜당기＞,205,177,186,149,170,, , 
펼치기 PBR,1.07,0.99,0.78,1.05,1.17,,11.45, 
  보통주수정주가(기말)＜당기＞,"3,765","3,620","2,930","4,060","4,650","5,240", , 
  BPS＜당기＞,"3,525","3,661","3,776","3,863","3,969",, , 
펼치기 PCR,13.03,13.05,9.00,11.38,68.59,,502.69, 
  보통주수정주가(기말)＜당기＞,"3,765","3,620","2,930","4,060","4,650","5,240", , 
  CPS＜당기＞,289,277,325,357,68,, , 
펼치기 PSR,0.84,0.77,0.67,0.92,0.89,,-3.69, 
  보통주수정주가(기말)＜당기＞,"3,765","3,620","2,930","4,060","4,650","5,240", , 
  SPS＜당기＞,"4,507","4,680","4,351","4,407","5,241",, , 
펼치기 EV/EBITDA,10.18,12.15,9.66,12.48,13.79,,10.49, 
  EV＜당기＞,488.4,504.6,422.1,531.0,616.0,, , 
  EBITDA＜당기＞,48.0,41.5,43.7,42.6,44.7,, , 
펼치기 DPS,60,60,60,60,60,,0, 
  현금DPS,60,60,60,60,60,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.59,1.66,2.05,1.48,1.29,,-0.19, 
  현금배당성향(%),28.96,33.99,32.28,40.21,35.33,,-4.88, 
