항목,"2017/12
(IFRS별도)",2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,209,531,-27,-164,-884,,-438, 
  당기순이익(지배)＜당기＞,21.9,68.1,-3.5,-24.1,-153.2,, , 
  보통주수정평균발행주식수＜당기＞,"10,503,069","12,814,512","12,841,905","14,648,859","17,322,012","18,739,804", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,010","2,408","2,357","3,270","3,292",,1, 
  자본총계(지배)＜당기＞,257.5,309.1,303.0,501.6,610.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"12,810,000","12,837,000","12,856,890","15,339,588","18,535,991","18,748,658", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,617,185,-57,-119,-484,,-308, 
  영업활동현금흐름＜당기＞,64.8,23.7,-7.3,-17.4,-83.8,, , 
  보통주수정평균발행주식수＜당기＞,"10,503,069","12,814,512","12,841,905","14,648,859","17,322,012","18,739,804", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,289","3,170","1,105","1,039",246,,-76, 
  매출액＜당기＞,240.4,406.3,141.9,152.2,42.6,, , 
  보통주수정평균발행주식수＜당기＞,"10,503,069","12,814,512","12,841,905","14,648,859","17,322,012","18,739,804", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,22.19,4.93,N/A,N/A,N/A,,87.92, 
  보통주수정주가(기말)＜당기＞,"4,633","2,620","4,550","20,150","13,100","7,590", , 
  EPS＜당기＞,209,531,-27,-164,-884,, , 
펼치기 PBR,2.31,1.09,1.93,6.16,3.98,,-35.43, 
  보통주수정주가(기말)＜당기＞,"4,633","2,620","4,550","20,150","13,100","7,590", , 
  BPS＜당기＞,"2,010","2,408","2,357","3,270","3,292",, , 
펼치기 PCR,7.51,14.15,-79.91,-169.91,-27.08,,84.06, 
  보통주수정주가(기말)＜당기＞,"4,633","2,620","4,550","20,150","13,100","7,590", , 
  CPS＜당기＞,617,185,-57,-119,-484,, , 
펼치기 PSR,2.02,0.83,4.12,19.40,53.26,,174.56, 
  보통주수정주가(기말)＜당기＞,"4,633","2,620","4,550","20,150","13,100","7,590", , 
  SPS＜당기＞,"2,289","3,170","1,105","1,039",246,, , 
펼치기 EV/EBITDA,10.04,3.03,-198.42,"1,371.69",-19.97,,-101.46, 
  EV＜당기＞,484.2,263.3,519.5,"2,981.3","2,295.4",, , 
  EBITDA＜당기＞,48.2,87.0,-2.6,2.2,-114.9,, , 
펼치기 DPS,0,33,0,0,,, , 
  현금DPS,0,33,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,1.27,0.00,0.00,,, , 
  현금배당성향(%),0.00,6.29,0.00,0.00,,, , 
