항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,312,431,400,86,378,,338, 
  당기순이익(지배)＜당기＞,41.1,56.8,57.0,15.3,67.0,, , 
  보통주수정평균발행주식수＜당기＞,"13,163,780","13,163,780","14,244,905","17,752,276","17,752,276",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"1,887","2,191","4,685","4,680","4,974",,6, 
  자본총계(지배)＜당기＞,248.4,288.4,831.7,830.8,883.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"13,163,780","13,163,780","17,752,276","17,752,276","17,752,276",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,312,414,380,-349,489,,240, 
  영업활동현금흐름＜당기＞,41.1,54.5,54.1,-61.9,86.8,, , 
  보통주수정평균발행주식수＜당기＞,"13,163,780","13,163,780","14,244,905","17,752,276","17,752,276",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"3,424","4,093","4,699","4,259","5,124",,20, 
  매출액＜당기＞,450.7,538.8,669.4,756.0,909.7,, , 
  보통주수정평균발행주식수＜당기＞,"13,163,780","13,163,780","14,244,905","17,752,276","17,752,276",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,,,26.37,162.52,26.88,,-83.46, 
  보통주수정주가(기말)＜당기＞,,,"10,550","14,000","10,150","9,030", , 
  EPS＜당기＞,312,431,400,86,378,, , 
펼치기 PBR,0.00,0.00,2.25,2.99,2.04,,-31.79, 
  보통주수정주가(기말)＜당기＞,,,"10,550","14,000","10,150","9,030", , 
  BPS＜당기＞,"1,887","2,191","4,685","4,680","4,974",, , 
펼치기 PCR,,,27.75,-40.13,20.75,,151.70, 
  보통주수정주가(기말)＜당기＞,,,"10,550","14,000","10,150","9,030", , 
  CPS＜당기＞,312,414,380,-349,489,, , 
펼치기 PSR,,,2.25,3.29,1.98,,-39.75, 
  보통주수정주가(기말)＜당기＞,,,"10,550","14,000","10,150","9,030", , 
  SPS＜당기＞,"3,424","4,093","4,699","4,259","5,124",, , 
펼치기 EV/EBITDA,,,15.22,55.34,20.35,,-63.23, 
  EV＜당기＞,,,"1,409.2","2,330.6","2,002.9",, , 
  EBITDA＜당기＞,60.5,93.1,92.6,42.1,98.4,, , 
펼치기 DPS,75,0,80,50,80,,60, 
  현금DPS,75,0,80,50,80,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,0.76,0.36,0.79,,0.43, 
  현금배당성향(%),24.05,0.00,24.92,58.04,21.19,,-36.86, 
