항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-1,611","-1,125",-777,-896,-439,,51, 
  당기순이익(지배)＜당기＞,-254.8,-244.4,-201.4,-273.0,-165.5,, , 
  보통주수정평균발행주식수＜당기＞,"15,813,249","21,716,112","25,926,363","30,468,941","37,713,026","43,373,563", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,620","2,451","1,799","1,052",816,,-22, 
  자본총계(지배)＜당기＞,462.8,589.8,474.7,387.3,330.7,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"17,660,533","24,064,254","26,390,783","36,801,324","40,539,438","44,723,538", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-181,-182,17,93,-106,,-214, 
  영업활동현금흐름＜당기＞,-28.6,-39.5,4.5,28.3,-39.9,, , 
  보통주수정평균발행주식수＜당기＞,"15,813,249","21,716,112","25,926,363","30,468,941","37,713,026","43,373,563", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,495","1,893","1,573","1,269","1,002",,-21, 
  매출액＜당기＞,394.5,411.2,407.8,386.6,378.0,, , 
  보통주수정평균발행주식수＜당기＞,"15,813,249","21,716,112","25,926,363","30,468,941","37,713,026","43,373,563", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,-32.03, 
  보통주수정주가(기말)＜당기＞,"8,140","5,400","2,630","2,945","1,905","1,215", , 
  EPS＜당기＞,"-1,611","-1,125",-777,-896,-439,, , 
펼치기 PBR,3.11,2.20,1.46,2.80,2.34,,-16.54, 
  보통주수정주가(기말)＜당기＞,"8,140","5,400","2,630","2,945","1,905","1,215", , 
  BPS＜당기＞,"2,620","2,451","1,799","1,052",816,, , 
펼치기 PCR,-45.05,-29.70,152.93,31.69,-18.02,,-156.88, 
  보통주수정주가(기말)＜당기＞,"8,140","5,400","2,630","2,945","1,905","1,215", , 
  CPS＜당기＞,-181,-182,17,93,-106,, , 
펼치기 PSR,3.26,2.85,1.67,2.32,1.90,,-18.10, 
  보통주수정주가(기말)＜당기＞,"8,140","5,400","2,630","2,945","1,905","1,215", , 
  SPS＜당기＞,"2,495","1,893","1,573","1,269","1,002",, , 
펼치기 EV/EBITDA,-23.68,-41.72,-28.72,19.61,-31.88,,-262.60, 
  EV＜당기＞,"1,821.5","1,416.0",881.3,953.9,806.7,, , 
  EBITDA＜당기＞,-76.9,-33.9,-30.7,48.7,-25.3,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
