항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,61,-71,-54,-179,31,,118, 
  당기순이익(지배)＜당기＞,23.4,-27.7,-21.5,-71.7,12.6,, , 
  보통주수정평균발행주식수＜당기＞,"38,263,041","39,218,409","40,042,167","40,158,175","40,158,175","40,158,175", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,993,921,869,699,775,,11, 
  자본총계(지배)＜당기＞,389.0,366.4,348.8,280.6,311.2,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"39,183,912","39,783,457","40,158,172","40,158,172","40,158,172",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,7,14,23,103,-18,,-117, 
  영업활동현금흐름＜당기＞,2.5,5.6,9.4,41.5,-7.2,, , 
  보통주수정평균발행주식수＜당기＞,"38,263,041","39,218,409","40,042,167","40,158,175","40,158,175","40,158,175", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,058",836,704,583,819,,40, 
  매출액＜당기＞,404.7,328.0,282.1,234.1,328.9,, , 
  보통주수정평균발행주식수＜당기＞,"38,263,041","39,218,409","40,042,167","40,158,175","40,158,175","40,158,175", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,52.66,N/A,N/A,N/A,55.65,,559.13, 
  보통주수정주가(기말)＜당기＞,"3,220","2,020","2,025","2,165","1,750","2,015", , 
  EPS＜당기＞,61,-71,-54,-179,31,, , 
펼치기 PBR,3.24,2.19,2.33,3.10,2.26,,-27.12, 
  보통주수정주가(기말)＜당기＞,"3,220","2,020","2,025","2,165","1,750","2,015", , 
  BPS＜당기＞,993,921,869,699,775,, , 
펼치기 PCR,490.67,140.26,86.32,20.97,-97.87,,-566.60, 
  보통주수정주가(기말)＜당기＞,"3,220","2,020","2,025","2,165","1,750","2,015", , 
  CPS＜당기＞,7,14,23,103,-18,, , 
펼치기 PSR,3.04,2.42,2.87,3.71,2.14,,-42.46, 
  보통주수정주가(기말)＜당기＞,"3,220","2,020","2,025","2,165","1,750","2,015", , 
  SPS＜당기＞,"1,058",836,704,583,819,, , 
펼치기 EV/EBITDA,23.66,741.06,60.82,146.19,18.66,,-87.23, 
  EV＜당기＞,"1,343.2","1,017.9","1,235.8","1,296.7","1,182.6",, , 
  EBITDA＜당기＞,56.8,1.4,20.3,8.9,63.4,, , 
펼치기 DPS,0,0,,,,, , 
  현금DPS,0,0,,,,, , 
  주식DPS,0,0,,,,, , 
  현금배당수익률,0.00,0.00,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
