항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,,-693,-117,-293,-314,,-7, 
  당기순이익(지배)＜당기＞,,-64.5,-12.5,-39.8,-47.6,, , 
  보통주수정평균발행주식수＜당기＞,"6,469,720","7,090,000","8,770,348","13,615,418","15,182,266","15,223,000", , 
  우선주수정평균발행주식수＜당기＞,"1,200,000","2,211,650","1,979,645",0,0,0, , 
펼치기 BPS,,"-1,233",697,"2,304","1,976",,-14, 
  자본총계(지배)＜당기＞,,-122.0,90.7,346.7,300.8,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,090,000","7,090,000","13,016,570","15,046,000","15,223,000","15,223,000", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"1,200,000","2,800,660",0,0,0,0, , 
펼치기 CPS,,-214,-334,-243,-307,,-27, 
  영업활동현금흐름＜당기＞,,-19.9,-35.9,-33.0,-46.6,, , 
  보통주수정평균발행주식수＜당기＞,"6,469,720","7,090,000","8,770,348","13,615,418","15,182,266","15,223,000", , 
  우선주수정평균발행주식수＜당기＞,"1,200,000","2,211,650","1,979,645",0,0,0, , 
펼치기 SPS,,0,0,0,0,, , 
  매출액＜당기＞,,,,,,, , 
  보통주수정평균발행주식수＜당기＞,"6,469,720","7,090,000","8,770,348","13,615,418","15,182,266","15,223,000", , 
  우선주수정평균발행주식수＜당기＞,"1,200,000","2,211,650","1,979,645",0,0,0, , 
펼치기 PER,,,,N/A,N/A,,75.80, 
  보통주수정주가(기말)＜당기＞,,,,"167,300","43,400","47,050", , 
  EPS＜당기＞,,-693,-117,-293,-314,, , 
펼치기 PBR,,0.00,0.00,72.61,21.96,,-69.75, 
  보통주수정주가(기말)＜당기＞,,,,"167,300","43,400","47,050", , 
  BPS＜당기＞,,"-1,233",697,"2,304","1,976",, , 
펼치기 PCR,,,,-689.63,-141.34,,79.50, 
  보통주수정주가(기말)＜당기＞,,,,"167,300","43,400","47,050", , 
  CPS＜당기＞,,-214,-334,-243,-307,, , 
펼치기 PSR,,,,,,, , 
  보통주수정주가(기말)＜당기＞,,,,"167,300","43,400","47,050", , 
  SPS＜당기＞,,0,0,0,0,, , 
펼치기 EV/EBITDA,,,,-613.98,-112.20,,81.73, 
  EV＜당기＞,,,,"24,986.3","6,335.9",, , 
  EBITDA＜당기＞,,-23.9,-38.3,-40.7,-56.5,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,,0.00,,, , 
  현금배당성향(%),,0.00,0.00,0.00,,, , 
