항목,2016/12,2017/12,2018/12,2019/12,2020/12,"2021/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-13,191","-134,496","-183,636","21,308",-357,,-102, 
  당기순이익(지배)＜당기＞,-31.3,-337.5,-487.5,272.5,-36.5,, , 
  보통주수정평균발행주식수＜당기＞,"237,272","250,909","265,476","1,278,874","10,208,159","12,836,915", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"188,159","58,814","-108,062",522,490,,-6, 
  자본총계(지배)＜당기＞,466.9,147.8,-315.3,45.5,54.9,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"248,141","251,256","291,788","8,712,258","11,212,258","15,712,257", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"-5,985","-53,431","-17,091","-1,926",-374,,81, 
  영업활동현금흐름＜당기＞,-14.2,-134.1,-45.4,-24.6,-38.2,, , 
  보통주수정평균발행주식수＜당기＞,"237,272","250,909","265,476","1,278,874","10,208,159","12,836,915", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"524,501","385,803","69,553","5,769",997,,-83, 
  매출액＜당기＞,"1,244.5",968.0,184.6,73.8,101.8,, , 
  보통주수정평균발행주식수＜당기＞,"237,272","250,909","265,476","1,278,874","10,208,159","12,836,915", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,0.16,N/A,,"-5,086.63", 
  보통주수정주가(기말)＜당기＞,"28,848","11,874","3,661","3,318","2,775","2,775", , 
  EPS＜당기＞,"-13,191","-134,496","-183,636","21,308",-357,, , 
펼치기 PBR,0.15,0.20,N/A,6.36,5.67,,-10.87, 
  보통주수정주가(기말)＜당기＞,"28,848","11,874","3,661","3,318","2,775","2,775", , 
  BPS＜당기＞,"188,159","58,814","-108,062",522,490,, , 
펼치기 PCR,-4.82,-0.22,-0.21,-1.72,-7.42,,-330.75, 
  보통주수정주가(기말)＜당기＞,"28,848","11,874","3,661","3,318","2,775","2,775", , 
  CPS＜당기＞,"-5,985","-53,431","-17,091","-1,926",-374,, , 
펼치기 PSR,0.06,0.03,0.05,0.58,2.78,,384.06, 
  보통주수정주가(기말)＜당기＞,"28,848","11,874","3,661","3,318","2,775","2,775", , 
  SPS＜당기＞,"524,501","385,803","69,553","5,769",997,, , 
펼치기 EV/EBITDA,37.27,34.82,15.86,-7.57,-7.08,,6.49, 
  EV＜당기＞,904.8,527.6,380.6,91.2,127.7,, , 
  EBITDA＜당기＞,24.3,15.2,24.0,-12.0,-18.0,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,0.00,,0.00, 
