항목,"2017/12
(IFRS별도)",2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,528,-509,-36,392,771,,97, 
  당기순이익(지배)＜당기＞,80.7,-78.6,-6.2,82.1,180.5,, , 
  보통주수정평균발행주식수＜당기＞,"15,291,890","15,422,601","17,141,940","20,968,617","23,399,569","23,876,794", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"5,345","5,109","5,525","6,155","6,999",,14, 
  자본총계(지배)＜당기＞,805.2,845.8,"1,112.2","1,331.9","1,621.9",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"15,064,404","16,555,322","20,130,555","21,639,204","23,173,527","23,541,303", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,328,384,502,307,-9,,-103, 
  영업활동현금흐름＜당기＞,50.1,59.2,86.0,64.4,-2.1,, , 
  보통주수정평균발행주식수＜당기＞,"15,291,890","15,422,601","17,141,940","20,968,617","23,399,569","23,876,794", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"3,423","3,097","4,907","2,993","2,706",,-10, 
  매출액＜당기＞,523.4,477.6,841.2,627.5,633.1,, , 
  보통주수정평균발행주식수＜당기＞,"15,291,890","15,422,601","17,141,940","20,968,617","23,399,569","23,876,794", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,14.85,N/A,N/A,36.51,12.38,,-66.09, 
  보통주수정주가(기말)＜당기＞,"7,841","14,500","11,138","14,300","9,550","7,990", , 
  EPS＜당기＞,528,-509,-36,392,771,, , 
펼치기 PBR,1.47,2.84,2.02,2.32,1.36,,-41.27, 
  보통주수정주가(기말)＜당기＞,"7,841","14,500","11,138","14,300","9,550","7,990", , 
  BPS＜당기＞,"5,345","5,109","5,525","6,155","6,999",, , 
펼치기 PCR,23.91,37.75,22.20,46.57,"-1,058.56",,"-2,373.23", 
  보통주수정주가(기말)＜당기＞,"7,841","14,500","11,138","14,300","9,550","7,990", , 
  CPS＜당기＞,328,384,502,307,-9,, , 
펼치기 PSR,2.29,4.68,2.27,4.78,3.53,,-26.13, 
  보통주수정주가(기말)＜당기＞,"7,841","14,500","11,138","14,300","9,550","7,990", , 
  SPS＜당기＞,"3,423","3,097","4,907","2,993","2,706",, , 
펼치기 EV/EBITDA,8.95,21.50,19.62,27.72,25.19,,-9.12, 
  EV＜당기＞,922.2,"2,150.0","2,116.6","2,641.4","1,191.3",, , 
  EBITDA＜당기＞,103.0,100.0,107.9,95.3,47.3,, , 
펼치기 DPS,246,71,0,0,0,, , 
  현금DPS,246,64,0,0,0,, , 
  주식DPS,0,7,0,0,0,, , 
  현금배당수익률,3.14,0.44,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),45.97,-13.49,0.00,0.00,,, , 
