항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-852,"-1,907",-244,"-1,578",-552,,65, 
  당기순이익(지배)＜당기＞,-65.4,-147.2,-18.9,-122.8,-49.7,, , 
  보통주수정평균발행주식수＜당기＞,"7,681,505","7,719,710","7,753,250","7,783,594","9,012,291","12,062,668", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"7,164","5,135","4,962","3,370","3,099",,-8, 
  자본총계(지배)＜당기＞,542.9,392.0,379.9,270.9,285.4,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,578,649","7,633,649","7,655,901","8,036,128","9,210,490","12,617,758", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-201,-383,-272,276,137,,-50, 
  영업활동현금흐름＜당기＞,-15.4,-29.5,-21.1,21.5,12.4,, , 
  보통주수정평균발행주식수＜당기＞,"7,681,505","7,719,710","7,753,250","7,783,594","9,012,291","12,062,668", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,731","4,105","4,490","3,568","4,223",,18, 
  매출액＜당기＞,132.9,316.9,348.1,277.8,380.6,, , 
  보통주수정평균발행주식수＜당기＞,"7,681,505","7,719,710","7,753,250","7,783,594","9,012,291","12,062,668", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,-215.26, 
  보통주수정주가(기말)＜당기＞,"12,500","9,600","5,510","4,470","4,925","9,860", , 
  EPS＜당기＞,-852,"-1,907",-244,"-1,578",-552,, , 
펼치기 PBR,1.74,1.87,1.11,1.33,1.59,,19.83, 
  보통주수정주가(기말)＜당기＞,"12,500","9,600","5,510","4,470","4,925","9,860", , 
  BPS＜당기＞,"7,164","5,135","4,962","3,370","3,099",, , 
펼치기 PCR,-62.31,-25.08,-20.23,16.18,35.87,,121.69, 
  보통주수정주가(기말)＜당기＞,"12,500","9,600","5,510","4,470","4,925","9,860", , 
  CPS＜당기＞,-201,-383,-272,276,137,, , 
펼치기 PSR,7.22,2.34,1.23,1.25,1.17,,-6.89, 
  보통주수정주가(기말)＜당기＞,"12,500","9,600","5,510","4,470","4,925","9,860", , 
  SPS＜당기＞,"1,731","4,105","4,490","3,568","4,223",, , 
펼치기 EV/EBITDA,-23.80,-41.63,55.69,-6.01,41.35,,788.63, 
  EV＜당기＞,870.1,865.4,602.2,504.3,556.9,, , 
  EBITDA＜당기＞,-36.6,-20.8,10.8,-84.0,13.5,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
