항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,119,72,50,33,14,,-58, 
  당기순이익(지배)＜당기＞,20.3,12.4,8.6,5.7,2.4,, , 
  보통주수정평균발행주식수＜당기＞,"17,150,000","17,150,000","17,150,000","17,150,000","17,150,000","17,150,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,357","2,282","2,151","2,105","2,053",,-2, 
  자본총계(지배)＜당기＞,404.2,391.3,368.9,361.0,352.1,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"17,150,000","17,150,000","17,150,000","17,150,000","17,150,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,30,108,26,65,-37,,-156, 
  영업활동현금흐름＜당기＞,5.1,18.5,4.5,11.2,-6.3,, , 
  보통주수정평균발행주식수＜당기＞,"17,150,000","17,150,000","17,150,000","17,150,000","17,150,000","17,150,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,628","1,794","1,170","1,194",803,,-33, 
  매출액＜당기＞,279.2,307.6,200.6,204.8,137.8,, , 
  보통주수정평균발행주식수＜당기＞,"17,150,000","17,150,000","17,150,000","17,150,000","17,150,000","17,150,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,23.83,27.30,47.68,158.87,449.71,,183.07, 
  보통주수정주가(기말)＜당기＞,"2,825","1,970","2,390","5,280","6,270","6,230", , 
  EPS＜당기＞,119,72,50,33,14,, , 
펼치기 PBR,1.20,0.86,1.11,2.51,3.05,,21.73, 
  보통주수정주가(기말)＜당기＞,"2,825","1,970","2,390","5,280","6,270","6,230", , 
  BPS＜당기＞,"2,357","2,282","2,151","2,105","2,053",, , 
펼치기 PCR,94.74,18.31,90.99,80.78,-170.90,,-311.57, 
  보통주수정주가(기말)＜당기＞,"2,825","1,970","2,390","5,280","6,270","6,230", , 
  CPS＜당기＞,30,108,26,65,-37,, , 
펼치기 PSR,1.74,1.10,2.04,4.42,7.80,,76.48, 
  보통주수정주가(기말)＜당기＞,"2,825","1,970","2,390","5,280","6,270","6,230", , 
  SPS＜당기＞,"1,628","1,794","1,170","1,194",803,, , 
펼치기 EV/EBITDA,18.13,15.58,28.47,70.00,141.31,,101.86, 
  EV＜당기＞,541.8,426.4,507.1,"1,001.1","1,194.1",, , 
  EBITDA＜당기＞,29.9,27.4,17.8,14.3,8.5,, , 
펼치기 DPS,100,120,60,60,50,,-17, 
  현금DPS,100,120,60,60,50,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,3.54,6.09,2.51,1.14,0.80,,-0.34, 
  현금배당성향(%),84.34,166.30,119.69,180.53,358.62,,178.09, 
