항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,,,-928,-735,-264,,64, 
  당기순이익(지배)＜당기＞,,,-97.3,-89.2,-43.2,, , 
  보통주수정평균발행주식수＜당기＞,"7,812,209","7,812,209","8,445,073","9,509,094","16,375,922","18,951,066", , 
  우선주수정평균발행주식수＜당기＞,"1,052,313","1,727,620","2,042,114","2,634,725",0,0, , 
펼치기 BPS,,,-936,292,889,,204, 
  자본총계(지배)＜당기＞,,,-112.9,43.5,155.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,812,208","7,812,208","9,357,707","14,898,446","17,473,742","19,570,882", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"1,727,620","1,727,620","2,708,734",0,0,0, , 
펼치기 CPS,,,-117,-134,-209,,-56, 
  영업활동현금흐름＜당기＞,,,-12.2,-16.2,-34.2,, , 
  보통주수정평균발행주식수＜당기＞,"7,812,209","7,812,209","8,445,073","9,509,094","16,375,922","18,951,066", , 
  우선주수정평균발행주식수＜당기＞,"1,052,313","1,727,620","2,042,114","2,634,725",0,0, , 
펼치기 SPS,,,116,163,145,,-11, 
  매출액＜당기＞,,,12.2,19.8,23.7,, , 
  보통주수정평균발행주식수＜당기＞,"7,812,209","7,812,209","8,445,073","9,509,094","16,375,922","18,951,066", , 
  우선주수정평균발행주식수＜당기＞,"1,052,313","1,727,620","2,042,114","2,634,725",0,0, , 
펼치기 PER,,,,,N/A,, , 
  보통주수정주가(기말)＜당기＞,,,,,"33,398","14,450", , 
  EPS＜당기＞,,,-928,-735,-264,, , 
펼치기 PBR,,,0.00,0.00,37.57,, , 
  보통주수정주가(기말)＜당기＞,,,,,"33,398","14,450", , 
  BPS＜당기＞,,,-936,292,889,, , 
펼치기 PCR,,,,,-160.00,, , 
  보통주수정주가(기말)＜당기＞,,,,,"33,398","14,450", , 
  CPS＜당기＞,,,-117,-134,-209,, , 
펼치기 PSR,,,,,231.03,, , 
  보통주수정주가(기말)＜당기＞,,,,,"33,398","14,450", , 
  SPS＜당기＞,,,116,163,145,, , 
펼치기 EV/EBITDA,,,,,-154.07,, , 
  EV＜당기＞,,,,,"5,706.1",, , 
  EBITDA＜당기＞,,,-15.7,-21.5,-37.0,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,,,,0.00,, , 
  현금배당성향(%),,,0.00,0.00,,, , 
