항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,349,359,0,585,832,,42, 
  당기순이익(지배)＜당기＞,8.4,8.6,0.0,15.2,25.7,, , 
  보통주수정평균발행주식수＜당기＞,"2,400,000","2,400,000","2,466,774","2,603,234","3,084,072","3,189,166", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"11,504","13,790","13,552","13,796","13,714",,-1, 
  자본총계(지배)＜당기＞,276.1,331.0,346.1,359.8,437.4,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"2,400,000","2,400,000","2,553,860","2,607,711","3,189,166","3,189,166", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,603,78,"5,341","2,865",-454,,-116, 
  영업활동현금흐름＜당기＞,14.5,1.9,131.8,74.6,-14.0,, , 
  보통주수정평균발행주식수＜당기＞,"2,400,000","2,400,000","2,466,774","2,603,234","3,084,072","3,189,166", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"31,129","33,693","35,889","42,685","43,539",,2, 
  매출액＜당기＞,747.1,808.6,885.3,"1,111.2","1,342.8",, , 
  보통주수정평균발행주식수＜당기＞,"2,400,000","2,400,000","2,466,774","2,603,234","3,084,072","3,189,166", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,22.94,27.39,"33,025.44",15.82,11.56,,-26.93, 
  보통주수정주가(기말)＜당기＞,"8,000","9,820","10,200","9,260","9,620","11,150", , 
  EPS＜당기＞,349,359,0,585,832,, , 
펼치기 PBR,0.70,0.71,0.75,0.67,0.70,,4.51, 
  보통주수정주가(기말)＜당기＞,"8,000","9,820","10,200","9,260","9,620","11,150", , 
  BPS＜당기＞,"11,504","13,790","13,552","13,796","13,714",, , 
펼치기 PCR,13.26,126.52,1.91,3.23,-21.19,,-755.71, 
  보통주수정주가(기말)＜당기＞,"8,000","9,820","10,200","9,260","9,620","11,150", , 
  CPS＜당기＞,603,78,"5,341","2,865",-454,, , 
펼치기 PSR,0.26,0.29,0.28,0.22,0.22,,1.85, 
  보통주수정주가(기말)＜당기＞,"8,000","9,820","10,200","9,260","9,620","11,150", , 
  SPS＜당기＞,"31,129","33,693","35,889","42,685","43,539",, , 
펼치기 EV/EBITDA,8.80,10.79,9.34,8.44,8.37,,-0.85, 
  EV＜당기＞,373.8,481.7,566.4,502.1,562.6,, , 
  EBITDA＜당기＞,42.5,44.6,60.7,59.5,67.2,, , 
펼치기 DPS,60,60,60,60,60,,0, 
  현금DPS,60,60,60,60,60,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.75,0.61,0.59,0.65,0.62,,-0.02, 
  현금배당성향(%),17.20,16.73,"20,112.62",10.27,7.46,,-2.81, 
