항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,626","2,281","1,912","1,854","4,210",,127, 
  당기순이익(지배)＜당기＞,162.8,228.5,191.4,185.7,421.6,, , 
  보통주수정평균발행주식수＜당기＞,"10,013,855","10,013,855","10,013,855","10,013,855","10,013,855","10,013,855", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"21,171","22,381","23,679","24,923","28,881",,16, 
  자본총계(지배)＜당기＞,"1,838.9","1,944.0","2,056.7","2,164.8","2,508.5",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"8,685,783","8,685,783","8,685,783","8,685,783","8,685,783",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"2,431","3,139","2,264","3,741","3,181",,-15, 
  영업활동현금흐름＜당기＞,243.4,314.4,226.7,374.6,318.5,, , 
  보통주수정평균발행주식수＜당기＞,"10,013,855","10,013,855","10,013,855","10,013,855","10,013,855","10,013,855", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"15,005","15,959","16,676","17,794","20,699",,16, 
  매출액＜당기＞,"1,502.6","1,598.2","1,669.9","1,781.9","2,072.7",, , 
  보통주수정평균발행주식수＜당기＞,"10,013,855","10,013,855","10,013,855","10,013,855","10,013,855","10,013,855", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,33.03,20.34,34.26,41.10,23.49,,-42.85, 
  보통주수정주가(기말)＜당기＞,"53,700","46,400","65,500","76,200","98,900","114,500", , 
  EPS＜당기＞,"1,626","2,281","1,912","1,854","4,210",, , 
펼치기 PBR,2.54,2.07,2.77,3.06,3.42,,12.00, 
  보통주수정주가(기말)＜당기＞,"53,700","46,400","65,500","76,200","98,900","114,500", , 
  BPS＜당기＞,"21,171","22,381","23,679","24,923","28,881",, , 
펼치기 PCR,22.09,14.78,28.93,20.37,31.09,,52.63, 
  보통주수정주가(기말)＜당기＞,"53,700","46,400","65,500","76,200","98,900","114,500", , 
  CPS＜당기＞,"2,431","3,139","2,264","3,741","3,181",, , 
펼치기 PSR,3.58,2.91,3.93,4.28,4.78,,11.58, 
  보통주수정주가(기말)＜당기＞,"53,700","46,400","65,500","76,200","98,900","114,500", , 
  SPS＜당기＞,"15,005","15,959","16,676","17,794","20,699",, , 
펼치기 EV/EBITDA,16.97,13.35,19.38,22.05,26.87,,21.83, 
  EV＜당기＞,"4,154.2","3,439.4","5,257.0","6,276.6","8,401.0",, , 
  EBITDA＜당기＞,244.8,257.7,271.3,284.6,312.7,, , 
펼치기 DPS,800,900,900,900,"1,100",,22, 
  현금DPS,800,900,900,900,"1,100",, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.49,1.94,1.37,1.18,1.11,,-0.07, 
  현금배당성향(%),42.68,34.22,40.84,42.10,22.66,,-19.44, 
