항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-293,-232,"-1,096","-1,134",-729,,36, 
  당기순이익(지배)＜당기＞,-44.3,-37.3,-177.2,-183.8,-150.4,, , 
  보통주수정평균발행주식수＜당기＞,"14,447,280","16,016,024","16,167,592","16,213,792","20,626,853","20,626,853", , 
  우선주수정평균발행주식수＜당기＞,"652,355","50,806",0,0,0,0, , 
펼치기 BPS,"3,093","2,789","1,737","3,739","3,020",,-19, 
  자본총계(지배)＜당기＞,489.5,451.0,280.9,771.3,622.8,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"15,650,566","16,167,588","16,167,592","20,626,853","20,626,853","20,626,853", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"173,310",0,0,0,0,0, , 
펼치기 CPS,-373,-260,-594,-836,-515,,38, 
  영업활동현금흐름＜당기＞,-56.3,-41.8,-96.0,-135.5,-106.1,, , 
  보통주수정평균발행주식수＜당기＞,"14,447,280","16,016,024","16,167,592","16,213,792","20,626,853","20,626,853", , 
  우선주수정평균발행주식수＜당기＞,"652,355","50,806",0,0,0,0, , 
펼치기 SPS,213,240,111,192,321,,67, 
  매출액＜당기＞,32.2,38.6,18.0,31.2,66.2,, , 
  보통주수정평균발행주식수＜당기＞,"14,447,280","16,016,024","16,167,592","16,213,792","20,626,853","20,626,853", , 
  우선주수정평균발행주식수＜당기＞,"652,355","50,806",0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,-5.22, 
  보통주수정주가(기말)＜당기＞,"31,380","23,202","18,590","16,400","11,100","9,100", , 
  EPS＜당기＞,-293,-232,"-1,096","-1,134",-729,, , 
펼치기 PBR,10.15,8.32,10.70,4.39,3.68,,-16.18, 
  보통주수정주가(기말)＜당기＞,"31,380","23,202","18,590","16,400","11,100","9,100", , 
  BPS＜당기＞,"3,093","2,789","1,737","3,739","3,020",, , 
펼치기 PCR,-84.23,-89.18,-31.31,-19.62,-21.57,,-9.92, 
  보통주수정주가(기말)＜당기＞,"31,380","23,202","18,590","16,400","11,100","9,100", , 
  CPS＜당기＞,-373,-260,-594,-836,-515,, , 
펼치기 PSR,147.36,96.53,166.88,85.21,34.56,,-59.44, 
  보통주수정주가(기말)＜당기＞,"31,380","23,202","18,590","16,400","11,100","9,100", , 
  SPS＜당기＞,213,240,111,192,321,, , 
펼치기 EV/EBITDA,-111.53,-52.35,-30.96,-21.17,-17.11,,19.19, 
  EV＜당기＞,"4,661.7","3,668.0","3,112.2","3,036.3","2,078.8",, , 
  EBITDA＜당기＞,-41.8,-70.1,-100.5,-143.4,-121.5,, , 
펼치기 DPS,0,0,0,,,, , 
  현금DPS,0,0,0,,,, , 
  주식DPS,0,0,0,,,, , 
  현금배당수익률,0.00,0.00,0.00,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
