항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-30,149,14,-7,-3,,59, 
  당기순이익(지배)＜당기＞,-6.8,42.9,4.5,-2.6,-1.1,, , 
  보통주수정평균발행주식수＜당기＞,"19,749,217","26,697,820","32,170,179","35,324,847","35,669,606","35,745,668", , 
  우선주수정평균발행주식수＜당기＞,"3,099,280","2,107,614","596,323",0,0,0, , 
펼치기 BPS,455,531,845,849,842,,-1, 
  자본총계(지배)＜당기＞,116.3,169.1,286.0,302.2,300.8,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"22,435,628","30,701,822","33,863,609","35,581,053","35,736,152","35,736,152", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"3,099,280","1,110,499",0,0,0,0, , 
펼치기 CPS,52,223,174,67,66,,-2, 
  영업활동현금흐름＜당기＞,12.0,64.2,57.1,23.7,23.4,, , 
  보통주수정평균발행주식수＜당기＞,"19,749,217","26,697,820","32,170,179","35,324,847","35,669,606","35,745,668", , 
  우선주수정평균발행주식수＜당기＞,"3,099,280","2,107,614","596,323",0,0,0, , 
펼치기 SPS,"2,094","1,617","1,677","1,143","1,089",,-5, 
  매출액＜당기＞,479.1,465.7,549.5,403.9,388.3,, , 
  보통주수정평균발행주식수＜당기＞,"19,749,217","26,697,820","32,170,179","35,324,847","35,669,606","35,745,668", , 
  우선주수정평균발행주식수＜당기＞,"3,099,280","2,107,614","596,323",0,0,0, , 
펼치기 PER,,,207.09,N/A,N/A,,-217.06, 
  보통주수정주가(기말)＜당기＞,,,"2,820","2,495","3,220","2,870", , 
  EPS＜당기＞,-30,149,14,-7,-3,, , 
펼치기 PBR,,,3.34,2.94,3.83,,30.22, 
  보통주수정주가(기말)＜당기＞,,,"2,820","2,495","3,220","2,870", , 
  BPS＜당기＞,455,531,845,849,842,, , 
펼치기 PCR,,,16.19,37.19,49.12,,32.08, 
  보통주수정주가(기말)＜당기＞,,,"2,820","2,495","3,220","2,870", , 
  CPS＜당기＞,52,223,174,67,66,, , 
펼치기 PSR,,,1.68,2.18,2.96,,35.55, 
  보통주수정주가(기말)＜당기＞,,,"2,820","2,495","3,220","2,870", , 
  SPS＜당기＞,"2,094","1,617","1,677","1,143","1,089",, , 
펼치기 EV/EBITDA,,,12.87,28.24,37.72,,33.56, 
  EV＜당기＞,,,819.3,742.9,993.2,, , 
  EBITDA＜당기＞,14.7,56.5,63.7,26.3,26.3,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,0.00,0.00,0.00,,, , 
  현금배당성향(%),,0.00,0.00,0.00,,, , 
