항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-122,70,359,113,357,,217, 
  당기순이익(지배)＜당기＞,-5.8,3.3,17.1,5.4,17.0,, , 
  보통주수정평균발행주식수＜당기＞,"4,769,250","4,769,250","4,769,250","4,769,250","4,769,250","4,769,250", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,666","3,749","4,087","4,155","4,554",,10, 
  자본총계(지배)＜당기＞,165.0,168.7,183.9,181.8,194.8,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"4,500,113","4,500,113","4,500,113","4,376,167","4,276,839","4,276,839", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,359,395,646,211,940,,347, 
  영업활동현금흐름＜당기＞,17.1,18.8,30.8,10.0,44.8,, , 
  보통주수정평균발행주식수＜당기＞,"4,769,250","4,769,250","4,769,250","4,769,250","4,769,250","4,769,250", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,800","2,061","2,241","2,252","2,274",,1, 
  매출액＜당기＞,85.8,98.3,106.9,107.4,108.5,, , 
  보통주수정평균발행주식수＜당기＞,"4,769,250","4,769,250","4,769,250","4,769,250","4,769,250","4,769,250", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,54.10,17.65,81.37,23.36,,-71.29, 
  보통주수정주가(기말)＜당기＞,"6,080","3,780","6,340","9,160","8,330","7,160", , 
  EPS＜당기＞,-122,70,359,113,357,, , 
펼치기 PBR,1.66,1.01,1.55,2.20,1.83,,-17.03, 
  보통주수정주가(기말)＜당기＞,"6,080","3,780","6,340","9,160","8,330","7,160", , 
  BPS＜당기＞,"3,666","3,749","4,087","4,155","4,554",, , 
펼치기 PCR,16.96,9.58,9.82,43.51,8.86,,-79.63, 
  보통주수정주가(기말)＜당기＞,"6,080","3,780","6,340","9,160","8,330","7,160", , 
  CPS＜당기＞,359,395,646,211,940,, , 
펼치기 PSR,3.38,1.83,2.83,4.07,3.66,,-9.96, 
  보통주수정주가(기말)＜당기＞,"6,080","3,780","6,340","9,160","8,330","7,160", , 
  SPS＜당기＞,"1,800","2,061","2,241","2,252","2,274",, , 
펼치기 EV/EBITDA,26.46,9.34,11.22,15.57,12.17,,-21.85, 
  EV＜당기＞,252.0,131.1,242.9,359.1,283.8,, , 
  EBITDA＜당기＞,9.5,14.0,21.6,23.1,23.3,, , 
펼치기 DPS,,,,,,, , 
  현금DPS,,,,,,, , 
  주식DPS,,,,,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
