항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)",2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,394","2,250","1,975",-547,-863,,-58, 
  당기순이익(지배)＜당기＞,217.1,350.5,307.6,-85.1,-134.4,, , 
  보통주수정평균발행주식수＜당기＞,"15,574,552","15,574,552","15,574,552","15,574,552","15,574,552",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"17,578","19,489","21,380","20,997","20,215",,-4, 
  자본총계(지배)＜당기＞,"2,613.8","2,897.9","3,179.1","2,998.6","2,887.0",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"14,869,826","14,869,826","14,869,826","14,281,157","14,281,157","14,281,157", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,514","1,728","4,778",642,"-4,621",,-820, 
  영업활동현금흐름＜당기＞,235.9,269.2,744.1,100.0,-719.7,, , 
  보통주수정평균발행주식수＜당기＞,"15,574,552","15,574,552","15,574,552","15,574,552","15,574,552",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"21,027","22,254","18,316","11,977","13,670",,14, 
  매출액＜당기＞,"3,274.8","3,466.0","2,852.6","1,865.3","2,129.1",, , 
  보통주수정평균발행주식수＜당기＞,"15,574,552","15,574,552","15,574,552","15,574,552","15,574,552",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,11.73,6.18,6.51,N/A,N/A,,29.71, 
  보통주수정주가(기말)＜당기＞,"16,350","13,900","12,850","8,990","9,980","10,650", , 
  EPS＜당기＞,"1,394","2,250","1,975",-547,-863,, , 
펼치기 PBR,0.93,0.71,0.60,0.43,0.49,,15.31, 
  보통주수정주가(기말)＜당기＞,"16,350","13,900","12,850","8,990","9,980","10,650", , 
  BPS＜당기＞,"17,578","19,489","21,380","20,997","20,215",, , 
펼치기 PCR,10.80,8.04,2.69,14.00,-2.16,,-115.43, 
  보통주수정주가(기말)＜당기＞,"16,350","13,900","12,850","8,990","9,980","10,650", , 
  CPS＜당기＞,"1,514","1,728","4,778",642,"-4,621",, , 
펼치기 PSR,0.78,0.62,0.70,0.75,0.73,,-2.74, 
  보통주수정주가(기말)＜당기＞,"16,350","13,900","12,850","8,990","9,980","10,650", , 
  SPS＜당기＞,"21,027","22,254","18,316","11,977","13,670",, , 
펼치기 EV/EBITDA,4.26,2.68,2.00,15.61,-21.89,,-240.23, 
  EV＜당기＞,"1,529.7","1,208.8",701.6,551.7,"1,680.4",, , 
  EBITDA＜당기＞,358.8,451.1,350.9,35.3,-76.8,, , 
펼치기 DPS,300,400,400,250,,, , 
  현금DPS,300,400,400,250,,, , 
  주식DPS,0,0,0,,,, , 
  현금배당수익률,1.83,2.88,3.11,2.78,,, , 
  현금배당성향(%),20.55,16.97,19.34,-41.94,,, , 
