항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,168,194,143,145,136,,-6, 
  당기순이익(지배)＜당기＞,49.4,58.0,42.9,43.4,40.8,, , 
  보통주수정평균발행주식수＜당기＞,"29,505,838","29,987,597","29,987,597","29,987,597","29,987,597",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"2,263","2,395","2,495","2,608","2,776",,6, 
  자본총계(지배)＜당기＞,626.9,663.7,691.3,722.4,832.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"27,705,255","27,705,255","27,705,255","27,705,255","29,987,597","29,987,597", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,426,563,399,452,525,,16, 
  영업활동현금흐름＜당기＞,125.8,168.8,119.6,135.5,157.5,, , 
  보통주수정평균발행주식수＜당기＞,"29,505,838","29,987,597","29,987,597","29,987,597","29,987,597",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"3,676","4,453","4,547","4,028","4,292",,7, 
  매출액＜당기＞,"1,084.6","1,335.5","1,363.6","1,208.0","1,287.0",, , 
  보통주수정평균발행주식수＜당기＞,"29,505,838","29,987,597","29,987,597","29,987,597","29,987,597",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,9.91,7.91,10.16,11.26,22.48,,99.61, 
  보통주수정주가(기말)＜당기＞,"1,660","1,530","1,455","1,630","3,055","6,420", , 
  EPS＜당기＞,168,194,143,145,136,, , 
펼치기 PBR,0.73,0.64,0.58,0.63,1.10,,76.08, 
  보통주수정주가(기말)＜당기＞,"1,660","1,530","1,455","1,630","3,055","6,420", , 
  BPS＜당기＞,"2,263","2,395","2,495","2,608","2,776",, , 
펼치기 PCR,3.89,2.72,3.65,3.61,5.82,,61.31, 
  보통주수정주가(기말)＜당기＞,"1,660","1,530","1,455","1,630","3,055","6,420", , 
  CPS＜당기＞,426,563,399,452,525,, , 
펼치기 PSR,0.45,0.34,0.32,0.40,0.71,,75.92, 
  보통주수정주가(기말)＜당기＞,"1,660","1,530","1,455","1,630","3,055","6,420", , 
  SPS＜당기＞,"3,676","4,453","4,547","4,028","4,292",, , 
펼치기 EV/EBITDA,6.19,4.79,5.22,5.91,9.23,,56.13, 
  EV＜당기＞,714.8,614.7,603.8,690.9,"1,049.1",, , 
  EBITDA＜당기＞,115.5,128.3,115.7,116.9,113.7,, , 
펼치기 DPS,40,60,40,40,40,,0, 
  현금DPS,40,60,40,40,40,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.41,3.92,2.75,2.45,1.31,,-1.14, 
  현금배당성향(%),22.41,28.65,25.81,25.53,28.31,,2.78, 
