항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,304,369,-861,-587,-310,194,47,163
  당기순이익(지배)＜당기＞,62.7,76.2,-177.5,-121.1,-63.9,40.0, , 
  보통주수정평균발행주식수＜당기＞,"20,628,000","20,628,000","20,628,000","20,628,000","20,628,000","20,628,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"4,116","4,406","3,413","2,802","2,684","2,909",-4,8
  자본총계(지배)＜당기＞,849.1,908.9,704.1,578.0,553.6,600.0, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"20,628,000","20,628,000","20,628,000","20,628,000","20,628,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,233,-325,-653,"1,237",-397,,-132, 
  영업활동현금흐름＜당기＞,48.0,-67.1,-134.7,255.1,-81.9,160.0, , 
  보통주수정평균발행주식수＜당기＞,"20,628,000","20,628,000","20,628,000","20,628,000","20,628,000","20,628,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"6,610","9,779","9,418","12,933","14,027","15,358",8,9
  매출액＜당기＞,"1,363.5","2,017.3","1,942.7","2,667.9","2,893.5","3,168.0", , 
  보통주수정평균발행주식수＜당기＞,"20,628,000","20,628,000","20,628,000","20,628,000","20,628,000","20,628,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,72.05,44.41,N/A,N/A,N/A,31.10,-28.46,266.74
  보통주수정주가(기말)＜당기＞,"21,900","16,400","6,570","8,520","5,780","6,030", , 
  EPS＜당기＞,304,369,-861,-587,-310,194, , 
펼치기 PBR,5.32,3.72,1.92,3.04,2.15,2.07,-29.17,-3.75
  보통주수정주가(기말)＜당기＞,"21,900","16,400","6,570","8,520","5,780","6,030", , 
  BPS＜당기＞,"4,116","4,406","3,413","2,802","2,684","2,909", , 
펼치기 PCR,94.08,-50.43,-10.06,6.89,-14.56,,-311.31, 
  보통주수정주가(기말)＜당기＞,"21,900","16,400","6,570","8,520","5,780","6,030", , 
  CPS＜당기＞,233,-325,-653,"1,237",-397,, , 
펼치기 PSR,3.31,1.68,0.70,0.66,0.41,0.39,-37.45,-4.71
  보통주수정주가(기말)＜당기＞,"21,900","16,400","6,570","8,520","5,780","6,030", , 
  SPS＜당기＞,"6,610","9,779","9,418","12,933","14,027","15,358", , 
펼치기 EV/EBITDA,28.93,16.43,93.49,24.79,12.11,,-51.15, 
  EV＜당기＞,"5,126.7","4,440.8","2,831.7","3,079.7","2,665.7","2,523.9", , 
  EBITDA＜당기＞,177.2,270.3,30.3,124.3,220.2,, , 
펼치기 DPS,0,111,,,,, , 
  현금DPS,0,111,,,,, , 
  주식DPS,0,,,,,, , 
  현금배당수익률,0.00,0.68,,,,0.00, , 
  현금배당성향(%),0.00,30.06,0.00,0.00,,, , 
