항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-524,"-1,327","-1,077",-540,616,427,214,-31
  당기순이익(지배)＜당기＞,-55.8,-157.5,-147.2,-93.3,108.8,76.0, , 
  보통주수정평균발행주식수＜당기＞,"10,585,976","10,999,400","12,950,228","17,243,103","17,673,990","17,765,959", , 
  우선주수정평균발행주식수＜당기＞,"66,666","870,272","727,307","26,542",0,0, , 
펼치기 BPS,350,-408,"2,053","2,366","3,071","3,494",30,14
  자본총계(지배)＜당기＞,37.9,-50.4,339.4,415.6,545.6,622.0, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"10,744,520","11,354,472","16,242,630","17,566,359","17,765,959","17,765,959", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"66,666","1,018,988","285,714",0,0,0, , 
펼치기 CPS,-148,-499,-593,87,348,641,299,84
  영업활동현금흐름＜당기＞,-15.8,-59.3,-81.1,15.1,61.6,105.0, , 
  보통주수정평균발행주식수＜당기＞,"10,585,976","10,999,400","12,950,228","17,243,103","17,673,990","17,765,959", , 
  우선주수정평균발행주식수＜당기＞,"66,666","870,272","727,307","26,542",0,0, , 
펼치기 SPS,767,944,972,"1,196","1,880","2,406",57,28
  매출액＜당기＞,81.7,112.1,133.0,206.6,332.2,428.0, , 
  보통주수정평균발행주식수＜당기＞,"10,585,976","10,999,400","12,950,228","17,243,103","17,673,990","17,765,959", , 
  우선주수정평균발행주식수＜당기＞,"66,666","870,272","727,307","26,542",0,0, , 
펼치기 PER,,,N/A,N/A,33.21,39.92,178.32,20.20
  보통주수정주가(기말)＜당기＞,,,"10,325","22,900","20,450","17,050", , 
  EPS＜당기＞,-524,"-1,327","-1,077",-540,616,427, , 
펼치기 PBR,0.00,0.00,5.03,9.68,6.66,4.88,-31.20,-26.72
  보통주수정주가(기말)＜당기＞,,,"10,325","22,900","20,450","17,050", , 
  BPS＜당기＞,350,-408,"2,053","2,366","3,071","3,494", , 
펼치기 PCR,,,-17.42,261.95,58.69,26.61,-77.59,-54.66
  보통주수정주가(기말)＜당기＞,,,"10,325","22,900","20,450","17,050", , 
  CPS＜당기＞,-148,-499,-593,87,348,641, , 
펼치기 PSR,,,10.62,19.14,10.88,7.09,-43.17,-34.85
  보통주수정주가(기말)＜당기＞,,,"10,325","22,900","20,450","17,050", , 
  SPS＜당기＞,767,944,972,"1,196","1,880","2,406", , 
펼치기 EV/EBITDA,,,-19.17,-159.83,61.19,31.83,138.28,-47.97
  EV＜당기＞,,,"1,748.7","4,011.2","3,454.9","3,024.3", , 
  EBITDA＜당기＞,-32.0,-36.2,-91.2,-25.1,56.5,95.0, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,0.00,0.00,,0.00, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
