항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,237,592,-155,-138,"2,301",,"1,765", 
  당기순이익(지배)＜당기＞,29.4,73.6,-19.3,-17.2,285.9,, , 
  보통주수정평균발행주식수＜당기＞,"12,423,574","12,423,574","12,423,574","12,423,574","12,423,574","12,423,574", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"5,760","6,398","6,550","6,216","8,735",,41, 
  자본총계(지배)＜당기＞,704.6,782.5,801.2,760.4,"1,068.4",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"12,231,569","12,231,569","12,231,569","12,231,569","12,231,569","12,231,569", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-248,-254,"1,096",125,365,,191, 
  영업활동현금흐름＜당기＞,-30.8,-31.5,136.1,15.6,45.3,, , 
  보통주수정평균발행주식수＜당기＞,"12,423,574","12,423,574","12,423,574","12,423,574","12,423,574","12,423,574", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"10,160","11,437","13,183","13,121","15,458",,18, 
  매출액＜당기＞,"1,262.2","1,420.9","1,637.8","1,630.1","1,920.5",, , 
  보통주수정평균발행주식수＜당기＞,"12,423,574","12,423,574","12,423,574","12,423,574","12,423,574","12,423,574", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,32.07,6.92,N/A,N/A,11.91,,112.47, 
  보통주수정주가(기말)＜당기＞,"7,600","4,100","3,515","13,200","27,400","23,350", , 
  EPS＜당기＞,237,592,-155,-138,"2,301",, , 
펼치기 PBR,1.32,0.64,0.54,2.12,3.14,,47.73, 
  보통주수정주가(기말)＜당기＞,"7,600","4,100","3,515","13,200","27,400","23,350", , 
  BPS＜당기＞,"5,760","6,398","6,550","6,216","8,735",, , 
펼치기 PCR,-30.63,-16.15,3.21,105.44,75.12,,-28.75, 
  보통주수정주가(기말)＜당기＞,"7,600","4,100","3,515","13,200","27,400","23,350", , 
  CPS＜당기＞,-248,-254,"1,096",125,365,, , 
펼치기 PSR,0.75,0.36,0.27,1.01,1.77,,76.19, 
  보통주수정주가(기말)＜당기＞,"7,600","4,100","3,515","13,200","27,400","23,350", , 
  SPS＜당기＞,"10,160","11,437","13,183","13,121","15,458",, , 
펼치기 EV/EBITDA,22.31,8.05,12.04,27.83,96.75,,247.60, 
  EV＜당기＞,"1,014.6",632.5,474.8,"1,909.8","4,131.2",, , 
  EBITDA＜당기＞,45.5,78.6,39.4,68.6,42.7,, , 
펼치기 DPS,40,40,40,20,,, , 
  현금DPS,40,40,40,20,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.53,0.98,1.14,0.15,,, , 
  현금배당성향(%),16.62,6.65,-25.41,-14.25,,, , 
