항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,39,-47,44,78,147,,88, 
  당기순이익(지배)＜당기＞,12.3,-14.7,13.8,24.7,46.3,, , 
  보통주수정평균발행주식수＜당기＞,"31,422,383","31,422,383","31,422,383","31,422,383","31,422,383","31,422,383", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,074","2,010","2,036","2,108","2,253",,7, 
  자본총계(지배)＜당기＞,643.7,625.3,633.6,655.8,705.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"31,036,275","31,106,275","31,116,275","31,116,275","31,301,275","31,301,275", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,54,-26,353,308,787,,156, 
  영업활동현금흐름＜당기＞,16.9,-8.2,110.8,96.7,247.3,, , 
  보통주수정평균발행주식수＜당기＞,"31,422,383","31,422,383","31,422,383","31,422,383","31,422,383","31,422,383", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"4,347","4,670","5,010","4,953","5,598",,13, 
  매출액＜당기＞,"1,366.0","1,467.3","1,574.4","1,556.2","1,759.0",, , 
  보통주수정평균발행주식수＜당기＞,"31,422,383","31,422,383","31,422,383","31,422,383","31,422,383","31,422,383", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,85.87,N/A,73.81,41.15,26.37,,-35.92, 
  보통주수정주가(기말)＜당기＞,"3,360","2,135","3,240","3,230","3,885","3,400", , 
  EPS＜당기＞,39,-47,44,78,147,, , 
펼치기 PBR,1.62,1.06,1.59,1.53,1.72,,12.50, 
  보통주수정주가(기말)＜당기＞,"3,360","2,135","3,240","3,230","3,885","3,400", , 
  BPS＜당기＞,"2,074","2,010","2,036","2,108","2,253",, , 
펼치기 PCR,62.60,-81.74,9.19,10.49,4.94,,-52.95, 
  보통주수정주가(기말)＜당기＞,"3,360","2,135","3,240","3,230","3,885","3,400", , 
  CPS＜당기＞,54,-26,353,308,787,, , 
펼치기 PSR,0.77,0.46,0.65,0.65,0.69,,6.42, 
  보통주수정주가(기말)＜당기＞,"3,360","2,135","3,240","3,230","3,885","3,400", , 
  SPS＜당기＞,"4,347","4,670","5,010","4,953","5,598",, , 
펼치기 EV/EBITDA,17.79,34.21,16.30,11.83,9.57,,-19.12, 
  EV＜당기＞,998.7,641.7,883.9,825.7,834.4,, , 
  EBITDA＜당기＞,56.1,18.8,54.2,69.8,87.2,, , 
펼치기 DPS,15,15,15,15,15,,0, 
  현금DPS,15,15,15,15,15,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.45,0.70,0.46,0.46,0.39,,-0.08, 
  현금배당성향(%),37.86,-31.71,33.84,18.92,10.14,,-8.78, 
