항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-496,-556,40,-421,-175,,58, 
  당기순이익(지배)＜당기＞,-42.4,-66.4,5.0,-53.8,-28.5,, , 
  보통주수정평균발행주식수＜당기＞,"7,784,902","11,815,608","12,617,051","12,766,122","16,293,145","17,139,354", , 
  우선주수정평균발행주식수＜당기＞,"781,250","113,442",0,0,0,0, , 
펼치기 BPS,867,"2,259","2,296","1,880","2,107",,12, 
  자본총계(지배)＜당기＞,74.3,285.0,289.6,242.8,355.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,780,594","12,612,745","12,612,745","12,915,020","16,866,605","16,866,605", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"781,250",0,0,0,0,0, , 
펼치기 CPS,-93,27,-195,216,181,,-16, 
  영업활동현금흐름＜당기＞,-8.0,3.2,-24.6,27.5,29.5,, , 
  보통주수정평균발행주식수＜당기＞,"7,784,902","11,815,608","12,617,051","12,766,122","16,293,145","17,139,354", , 
  우선주수정평균발행주식수＜당기＞,"781,250","113,442",0,0,0,0, , 
펼치기 SPS,997,762,885,988,957,,-3, 
  매출액＜당기＞,85.4,90.8,111.6,126.1,156.0,, , 
  보통주수정평균발행주식수＜당기＞,"7,784,902","11,815,608","12,617,051","12,766,122","16,293,145","17,139,354", , 
  우선주수정평균발행주식수＜당기＞,"781,250","113,442",0,0,0,0, , 
펼치기 PER,N/A,N/A,54.02,N/A,N/A,,-185.21, 
  보통주수정주가(기말)＜당기＞,"5,530","2,728","2,135","3,010","3,565","3,275", , 
  EPS＜당기＞,-496,-556,40,-421,-175,, , 
펼치기 PBR,6.38,1.21,0.93,1.60,1.69,,5.70, 
  보통주수정주가(기말)＜당기＞,"5,530","2,728","2,135","3,010","3,565","3,275", , 
  BPS＜당기＞,867,"2,259","2,296","1,880","2,107",, , 
펼치기 PCR,-59.53,102.50,-10.96,13.96,19.72,,41.20, 
  보통주수정주가(기말)＜당기＞,"5,530","2,728","2,135","3,010","3,565","3,275", , 
  CPS＜당기＞,-93,27,-195,216,181,, , 
펼치기 PSR,5.55,3.58,2.41,3.05,3.72,,22.25, 
  보통주수정주가(기말)＜당기＞,"5,530","2,728","2,135","3,010","3,565","3,275", , 
  SPS＜당기＞,997,762,885,988,957,, , 
펼치기 EV/EBITDA,16.56,27.37,12.26,18.67,22.01,,17.93, 
  EV＜당기＞,486.1,297.0,339.0,496.8,614.7,, , 
  EBITDA＜당기＞,29.4,10.9,27.6,26.6,27.9,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
