항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,338,-40,173,128,189,248,48,31
  당기순이익(지배)＜당기＞,362.9,-43.4,185.8,137.2,203.5,268.0, , 
  보통주수정평균발행주식수＜당기＞,"107,357,173","107,357,173","107,357,173","107,357,173","107,447,553","107,916,306", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"5,890","5,784","5,916","5,988","6,110","6,293",2,3
  자본총계(지배)＜당기＞,"6,323.2","6,209.0","6,350.8","6,428.2","6,559.3","6,755.5", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"107,353,552","107,353,552","107,353,552","107,353,552","107,353,552","107,353,552", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,844,486,619,864,305,815,-65,168
  영업활동현금흐름＜당기＞,906.2,522.0,664.4,927.9,327.2,"1,173.0", , 
  보통주수정평균발행주식수＜당기＞,"107,357,173","107,357,173","107,357,173","107,357,173","107,447,553","107,916,306", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"6,253","5,366","5,547","5,059","5,295","6,051",5,14
  매출액＜당기＞,"6,713.1","5,760.3","5,954.9","5,431.5","5,689.9","6,530.0", , 
  보통주수정평균발행주식수＜당기＞,"107,357,173","107,357,173","107,357,173","107,357,173","107,447,553","107,916,306", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,9.13,N/A,21.90,31.21,24.98,19.29,-19.96,-22.79
  보통주수정주가(기말)＜당기＞,"3,085","4,300","3,790","3,990","4,730","4,790", , 
  EPS＜당기＞,338,-40,173,128,189,248, , 
펼치기 PBR,0.52,0.74,0.64,0.67,0.77,0.76,16.18,-1.67
  보통주수정주가(기말)＜당기＞,"3,085","4,300","3,790","3,990","4,730","4,790", , 
  BPS＜당기＞,"5,890","5,784","5,916","5,988","6,110","6,293", , 
펼치기 PCR,3.65,8.84,6.12,4.62,15.53,5.87,236.44,-62.18
  보통주수정주가(기말)＜당기＞,"3,085","4,300","3,790","3,990","4,730","4,790", , 
  CPS＜당기＞,844,486,619,864,305,815, , 
펼치기 PSR,0.49,0.80,0.68,0.79,0.89,0.79,13.26,-11.37
  보통주수정주가(기말)＜당기＞,"3,085","4,300","3,790","3,990","4,730","4,790", , 
  SPS＜당기＞,"6,253","5,366","5,547","5,059","5,295","6,051", , 
펼치기 EV/EBITDA,5.80,16.51,8.48,7.24,9.22,7.75,27.37,-15.97
  EV＜당기＞,"7,396.9","8,811.6","8,601.7","8,649.5","10,650.4","9,638.2", , 
  EBITDA＜당기＞,"1,274.3",533.8,"1,014.8","1,195.0","1,155.2","1,244.0", , 
펼치기 DPS,50,0,50,75,75,,0, 
  현금DPS,50,0,50,75,75,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,1.62,0.00,1.32,1.88,1.59,1.57,-0.29,-0.02
  현금배당성향(%),14.79,0.00,28.89,58.66,39.57,30.20,-19.09,-9.37
