항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-1,710","-1,640",-144,-339,-464,,-37, 
  당기순이익(지배)＜당기＞,-185.6,-239.0,-27.4,-96.3,-161.4,, , 
  보통주수정평균발행주식수＜당기＞,"10,851,142","14,574,500","18,987,979","28,407,435","34,808,538","35,433,498", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,273",854,899,848,393,,-54, 
  자본총계(지배)＜당기＞,140.7,148.4,220.9,293.5,137.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"11,054,469","17,384,483","24,568,771","34,593,841","34,820,984","38,211,197", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,231,-101,-621,-200,-68,,66, 
  영업활동현금흐름＜당기＞,25.0,-14.7,-118.0,-56.9,-23.7,, , 
  보통주수정평균발행주식수＜당기＞,"10,851,142","14,574,500","18,987,979","28,407,435","34,808,538","35,433,498", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,948","3,608","1,756","1,286",564,,-56, 
  매출액＜당기＞,319.9,525.8,333.4,365.3,196.4,, , 
  보통주수정평균발행주식수＜당기＞,"10,851,142","14,574,500","18,987,979","28,407,435","34,808,538","35,433,498", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,56.58, 
  보통주수정주가(기말)＜당기＞,"3,995","3,035","2,470","2,915","1,730","1,730", , 
  EPS＜당기＞,"-1,710","-1,640",-144,-339,-464,, , 
펼치기 PBR,3.14,3.55,2.75,3.44,4.40,,27.98, 
  보통주수정주가(기말)＜당기＞,"3,995","3,035","2,470","2,915","1,730","1,730", , 
  BPS＜당기＞,"1,273",854,899,848,393,, , 
펼치기 PCR,17.32,-30.01,-3.97,-14.56,-25.39,,-74.43, 
  보통주수정주가(기말)＜당기＞,"3,995","3,035","2,470","2,915","1,730","1,730", , 
  CPS＜당기＞,231,-101,-621,-200,-68,, , 
펼치기 PSR,1.36,0.84,1.41,2.27,3.07,,35.30, 
  보통주수정주가(기말)＜당기＞,"3,995","3,035","2,470","2,915","1,730","1,730", , 
  SPS＜당기＞,"2,948","3,608","1,756","1,286",564,, , 
펼치기 EV/EBITDA,-26.97,-11.82,-12.38,25.84,-3.91,,-115.15, 
  EV＜당기＞,900.1,817.5,583.7,944.2,542.9,, , 
  EBITDA＜당기＞,-33.4,-69.1,-47.2,36.5,-138.7,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
