항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-2,034",-245,615,467,485,,4, 
  당기순이익(지배)＜당기＞,-218.0,-28.0,71.3,54.3,56.3,, , 
  보통주수정평균발행주식수＜당기＞,"10,716,941","11,429,642","11,600,248","11,610,994","11,610,994","11,610,994", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"4,604","4,820","5,356","5,752","6,238",,8, 
  자본총계(지배)＜당기＞,493.3,555.6,621.7,667.8,724.2,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"10,714,755","11,525,306","11,608,808","11,608,808","11,608,808",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-577,101,"4,901",62,322,,416, 
  영업활동현금흐름＜당기＞,-61.8,11.5,568.5,7.2,37.4,, , 
  보통주수정평균발행주식수＜당기＞,"10,716,941","11,429,642","11,600,248","11,610,994","11,610,994","11,610,994", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,955","1,923","1,489","1,566","1,388",,-11, 
  매출액＜당기＞,316.7,219.8,172.7,181.8,161.2,, , 
  보통주수정평균발행주식수＜당기＞,"10,716,941","11,429,642","11,600,248","11,610,994","11,610,994","11,610,994", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,7.29,20.72,14.88,,-28.15, 
  보통주수정주가(기말)＜당기＞,"9,340","6,690","4,480","9,680","7,220","7,610", , 
  EPS＜당기＞,"-2,034",-245,615,467,485,, , 
펼치기 PBR,2.03,1.39,0.84,1.68,1.16,,-31.22, 
  보통주수정주가(기말)＜당기＞,"9,340","6,690","4,480","9,680","7,220","7,610", , 
  BPS＜당기＞,"4,604","4,820","5,356","5,752","6,238",, , 
펼치기 PCR,-16.20,66.54,0.91,155.05,22.41,,-85.54, 
  보통주수정주가(기말)＜당기＞,"9,340","6,690","4,480","9,680","7,220","7,610", , 
  CPS＜당기＞,-577,101,"4,901",62,322,, , 
펼치기 PSR,3.16,3.48,3.01,6.18,5.20,,-15.87, 
  보통주수정주가(기말)＜당기＞,"9,340","6,690","4,480","9,680","7,220","7,610", , 
  SPS＜당기＞,"2,955","1,923","1,489","1,566","1,388",, , 
펼치기 EV/EBITDA,-19.56,43.10,30.54,61.70,80.94,,31.17, 
  EV＜당기＞,"1,307.6","1,102.1",502.9,"1,131.9",754.7,, , 
  EBITDA＜당기＞,-66.8,25.6,16.5,18.3,9.3,, , 
펼치기 DPS,0,0,,,,, , 
  현금DPS,0,0,,,,, , 
  주식DPS,0,0,,,,, , 
  현금배당수익률,0.00,0.00,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
