항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,24,169,-52,-180,88,,149, 
  당기순이익(지배)＜당기＞,4.9,35.4,-12.2,-51.5,29.0,, , 
  보통주수정평균발행주식수＜당기＞,"20,567,273","21,005,761","23,569,229","28,586,666","33,063,571","33,132,064", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,185","1,377","1,371","1,138","1,226",,8, 
  자본총계(지배)＜당기＞,243.5,294.9,360.3,372.1,406.1,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"20,549,606","21,423,391","26,282,199","32,690,669","33,114,397","33,114,397", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-28,-161,-157,550,214,,-61, 
  영업활동현금흐름＜당기＞,-5.8,-33.9,-37.0,157.1,70.9,, , 
  보통주수정평균발행주식수＜당기＞,"20,567,273","21,005,761","23,569,229","28,586,666","33,063,571","33,132,064", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,973","3,591","2,377","2,053","2,348",,14, 
  매출액＜당기＞,611.5,754.3,560.3,586.9,776.4,, , 
  보통주수정평균발행주식수＜당기＞,"20,567,273","21,005,761","23,569,229","28,586,666","33,063,571","33,132,064", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,83.60,10.32,N/A,N/A,17.56,,342.57, 
  보통주수정주가(기말)＜당기＞,"1,995","1,740","1,605","1,305","1,540","1,770", , 
  EPS＜당기＞,24,169,-52,-180,88,, , 
펼치기 PBR,1.68,1.26,1.17,1.15,1.26,,9.51, 
  보통주수정주가(기말)＜당기＞,"1,995","1,740","1,605","1,305","1,540","1,770", , 
  BPS＜당기＞,"1,185","1,377","1,371","1,138","1,226",, , 
펼치기 PCR,-71.21,-10.80,-10.22,2.37,7.18,,202.51, 
  보통주수정주가(기말)＜당기＞,"1,995","1,740","1,605","1,305","1,540","1,770", , 
  CPS＜당기＞,-28,-161,-157,550,214,, , 
펼치기 PSR,0.67,0.48,0.68,0.64,0.66,,3.18, 
  보통주수정주가(기말)＜당기＞,"1,995","1,740","1,605","1,305","1,540","1,770", , 
  SPS＜당기＞,"2,973","3,591","2,377","2,053","2,348",, , 
펼치기 EV/EBITDA,10.67,7.77,20.23,-27.54,7.75,,128.13, 
  EV＜당기＞,544.2,540.7,556.6,362.9,404.1,, , 
  EBITDA＜당기＞,51.0,69.6,27.5,-13.2,52.2,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
