항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,182,273,173,41,101,,145, 
  당기순이익(지배)＜당기＞,22.9,34.4,21.8,5.2,12.7,, , 
  보통주수정평균발행주식수＜당기＞,"12,600,000","12,600,000","12,600,000","12,600,000","12,600,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"4,540","4,760","4,891","4,882","4,948",,1, 
  자본총계(지배)＜당기＞,572.1,599.8,616.3,615.1,623.4,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"12,600,000","12,600,000","12,600,000","12,600,000","12,600,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,337,146,180,192,173,,-10, 
  영업활동현금흐름＜당기＞,42.4,18.4,22.7,24.3,21.8,, , 
  보통주수정평균발행주식수＜당기＞,"12,600,000","12,600,000","12,600,000","12,600,000","12,600,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"3,242","3,370","3,052","2,524","3,561",,41, 
  매출액＜당기＞,408.5,424.6,384.5,318.0,448.7,, , 
  보통주수정평균발행주식수＜당기＞,"12,600,000","12,600,000","12,600,000","12,600,000","12,600,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,17.52,25.66,32.59,135.61,50.97,,-62.41, 
  보통주수정주가(기말)＜당기＞,"3,190","7,000","5,650","5,600","5,150","7,080", , 
  EPS＜당기＞,182,273,173,41,101,, , 
펼치기 PBR,0.70,1.47,1.16,1.15,1.04,,-9.27, 
  보통주수정주가(기말)＜당기＞,"3,190","7,000","5,650","5,600","5,150","7,080", , 
  BPS＜당기＞,"4,540","4,760","4,891","4,882","4,948",, , 
펼치기 PCR,9.47,47.94,31.41,29.09,29.72,,2.14, 
  보통주수정주가(기말)＜당기＞,"3,190","7,000","5,650","5,600","5,150","7,080", , 
  CPS＜당기＞,337,146,180,192,173,, , 
펼치기 PSR,0.98,2.08,1.85,2.22,1.45,,-34.82, 
  보통주수정주가(기말)＜당기＞,"3,190","7,000","5,650","5,600","5,150","7,080", , 
  SPS＜당기＞,"3,242","3,370","3,052","2,524","3,561",, , 
펼치기 EV/EBITDA,7.37,10.20,10.63,25.85,13.33,,-48.45, 
  EV＜당기＞,327.4,524.7,367.7,367.5,346.7,, , 
  EBITDA＜당기＞,44.4,51.5,34.6,14.2,26.0,, , 
펼치기 DPS,50,50,50,35,35,,0, 
  현금DPS,50,50,50,35,35,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.57,0.71,0.88,0.63,0.68,,0.05, 
  현금배당성향(%),27.46,18.33,28.84,84.76,34.64,,-50.12, 
