항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-140,-530,-698,905,-276,,-131, 
  당기순이익(지배)＜당기＞,-30.7,-125.8,-170.7,261.0,-79.6,, , 
  보통주수정평균발행주식수＜당기＞,"21,942,823","23,718,892","24,463,230","28,838,832","28,849,656","56,640,895", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,304",791,"1,341","2,328","2,154",,-7, 
  자본총계(지배)＜당기＞,295.1,186.7,381.5,663.9,616.1,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"22,624,002","23,605,272","28,440,676","28,519,908","28,601,475","65,550,409", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,412,-440,-467,786,997,,27, 
  영업활동현금흐름＜당기＞,90.4,-104.3,-114.3,226.6,287.6,, , 
  보통주수정평균발행주식수＜당기＞,"21,942,823","23,718,892","24,463,230","28,838,832","28,849,656","56,640,895", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,021",994,"1,165","2,823","2,187",,-23, 
  매출액＜당기＞,224.1,235.8,285.0,814.0,630.8,, , 
  보통주수정평균발행주식수＜당기＞,"21,942,823","23,718,892","24,463,230","28,838,832","28,849,656","56,640,895", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,10.80,N/A,,-886.99, 
  보통주수정주가(기말)＜당기＞,"11,925","7,300","7,520","9,770","23,450","19,150", , 
  EPS＜당기＞,-140,-530,-698,905,-276,, , 
펼치기 PBR,9.14,9.23,5.61,4.20,10.89,,159.36, 
  보통주수정주가(기말)＜당기＞,"11,925","7,300","7,520","9,770","23,450","19,150", , 
  BPS＜당기＞,"1,304",791,"1,341","2,328","2,154",, , 
펼치기 PCR,28.94,-16.60,-16.09,12.44,23.52,,89.12, 
  보통주수정주가(기말)＜당기＞,"11,925","7,300","7,520","9,770","23,450","19,150", , 
  CPS＜당기＞,412,-440,-467,786,997,, , 
펼치기 PSR,11.68,7.34,6.46,3.46,10.72,,209.84, 
  보통주수정주가(기말)＜당기＞,"11,925","7,300","7,520","9,770","23,450","19,150", , 
  SPS＜당기＞,"1,021",994,"1,165","2,823","2,187",, , 
펼치기 EV/EBITDA,-82.79,-15.72,-13.05,8.17,-696.70,,"-8,624.57", 
  EV＜당기＞,"2,429.4","1,549.5","1,884.8","2,319.8","6,025.9",, , 
  EBITDA＜당기＞,-29.3,-98.6,-144.4,283.8,-8.6,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
