항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,386","1,616","1,631","1,452","1,609",,11, 
  당기순이익(지배)＜당기＞,209.1,243.7,246.0,219.0,242.6,, , 
  보통주수정평균발행주식수＜당기＞,"15,082,800","15,082,800","15,082,800","15,082,800","15,082,800","15,082,800", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"18,924","20,207","21,602","23,399","24,910",,6, 
  자본총계(지배)＜당기＞,"2,312.2","2,476.1","2,653.6","2,776.9","2,963.3",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"12,218,707","12,253,599","12,283,845","11,867,909","11,896,065","11,896,065", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,257",218,727,"1,548","6,009",,288, 
  영업활동현금흐름＜당기＞,189.6,32.9,109.7,233.4,906.3,, , 
  보통주수정평균발행주식수＜당기＞,"15,082,800","15,082,800","15,082,800","15,082,800","15,082,800","15,082,800", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"4,143","4,588","4,625","4,067","4,273",,5, 
  매출액＜당기＞,624.8,692.0,697.6,613.3,644.4,, , 
  보통주수정평균발행주식수＜당기＞,"15,082,800","15,082,800","15,082,800","15,082,800","15,082,800","15,082,800", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,5.19,4.83,4.80,5.70,7.55,,32.46, 
  보통주수정주가(기말)＜당기＞,"7,200","7,800","7,830","8,280","12,150","11,350", , 
  EPS＜당기＞,"1,386","1,616","1,631","1,452","1,609",, , 
펼치기 PBR,0.38,0.39,0.36,0.35,0.49,,37.84, 
  보통주수정주가(기말)＜당기＞,"7,200","7,800","7,830","8,280","12,150","11,350", , 
  BPS＜당기＞,"18,924","20,207","21,602","23,399","24,910",, , 
펼치기 PCR,5.73,35.75,10.77,5.35,2.02,,-62.21, 
  보통주수정주가(기말)＜당기＞,"7,200","7,800","7,830","8,280","12,150","11,350", , 
  CPS＜당기＞,"1,257",218,727,"1,548","6,009",, , 
펼치기 PSR,1.74,1.70,1.69,2.04,2.84,,39.66, 
  보통주수정주가(기말)＜당기＞,"7,200","7,800","7,830","8,280","12,150","11,350", , 
  SPS＜당기＞,"4,143","4,588","4,625","4,067","4,273",, , 
펼치기 EV/EBITDA,3.91,3.88,3.47,4.37,3.67,,-16.01, 
  EV＜당기＞,"1,068.8","1,161.3","1,164.9","1,196.6","1,045.6",, , 
  EBITDA＜당기＞,273.4,299.6,335.6,274.0,285.0,, , 
펼치기 DPS,550,550,550,550,650,,18, 
  현금DPS,550,550,550,550,650,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,7.64,7.05,7.02,6.64,5.35,,-1.29, 
  현금배당성향(%),32.14,27.66,27.46,29.80,31.87,,2.07, 
