항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,071","1,084","1,157","1,528","2,621","2,433",72,-7
  당기순이익(지배)＜당기＞,82.9,86.3,93.1,123.1,211.1,196.0, , 
  보통주수정평균발행주식수＜당기＞,"7,742,732","7,962,298","8,049,645","8,056,777","8,056,777",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"7,850","8,243","8,946","10,301","12,877","14,869",25,15
  자본총계(지배)＜당기＞,619.0,629.4,657.4,745.3,930.1,"1,074.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,885,333","7,635,675","7,349,276","7,235,122","7,223,041","7,223,041", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,506,-102,303,"3,057","1,264","2,582",-59,104
  영업활동현금흐름＜당기＞,39.1,-8.1,24.4,246.3,101.8,98.0, , 
  보통주수정평균발행주식수＜당기＞,"7,742,732","7,962,298","8,049,645","8,056,777","8,056,777",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"4,746","4,492","4,281","4,895","6,430","7,137",31,11
  매출액＜당기＞,367.5,357.7,344.6,394.4,518.0,575.0, , 
  보통주수정평균발행주식수＜당기＞,"7,742,732","7,962,298","8,049,645","8,056,777","8,056,777",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,21.43,14.58,21.74,35.35,20.19,14.08,-42.90,-30.25
  보통주수정주가(기말)＜당기＞,"22,950","15,800","25,150","54,000","52,900","34,250", , 
  EPS＜당기＞,"1,071","1,084","1,157","1,528","2,621","2,433", , 
펼치기 PBR,2.92,1.92,2.81,5.24,4.11,2.30,-21.63,-43.93
  보통주수정주가(기말)＜당기＞,"22,950","15,800","25,150","54,000","52,900","34,250", , 
  BPS＜당기＞,"7,850","8,243","8,946","10,301","12,877","14,869", , 
펼치기 PCR,45.39,-155.65,82.94,17.66,41.86,13.27,136.95,-68.30
  보통주수정주가(기말)＜당기＞,"22,950","15,800","25,150","54,000","52,900","34,250", , 
  CPS＜당기＞,506,-102,303,"3,057","1,264","2,582", , 
펼치기 PSR,4.84,3.52,5.87,11.03,8.23,4.80,-25.41,-41.67
  보통주수정주가(기말)＜당기＞,"22,950","15,800","25,150","54,000","52,900","34,250", , 
  SPS＜당기＞,"4,746","4,492","4,281","4,895","6,430","7,137", , 
펼치기 EV/EBITDA,12.89,8.08,13.22,24.24,16.76,8.75,-30.85,-47.79
  EV＜당기＞,"1,377.3",935.6,"1,753.9","3,915.8","3,795.8","2,170.4", , 
  EBITDA＜당기＞,106.8,115.7,132.7,161.6,226.5,248.0, , 
펼치기 DPS,0,0,0,0,722,, , 
  현금DPS,0,0,0,0,722,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,1.36,2.11,1.36,0.74
  현금배당성향(%),0.00,0.00,0.00,0.00,24.70,29.68,24.70,4.98
