항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,85,42,-153,-497,181,,136, 
  당기순이익(지배)＜당기＞,5.4,2.7,-9.8,-31.8,11.6,, , 
  보통주수정평균발행주식수＜당기＞,"6,405,405","6,405,405","6,405,405","6,405,405","6,405,405",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"4,524","4,549","4,384","3,881","4,054",,4, 
  자본총계(지배)＜당기＞,289.8,291.4,280.8,248.6,259.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"6,405,405","6,405,405","6,405,405","6,405,405","6,405,405",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,388,121,80,-34,-456,,"-1,236", 
  영업활동현금흐름＜당기＞,24.8,7.7,5.1,-2.2,-29.2,, , 
  보통주수정평균발행주식수＜당기＞,"6,405,405","6,405,405","6,405,405","6,405,405","6,405,405",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"6,634","6,814","6,710","6,710","8,522",,27, 
  매출액＜당기＞,424.9,436.5,429.8,429.8,545.9,, , 
  보통주수정평균발행주식수＜당기＞,"6,405,405","6,405,405","6,405,405","6,405,405","6,405,405",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,38.57,86.24,N/A,N/A,26.86,,459.97, 
  보통주수정주가(기말)＜당기＞,"3,265","3,590","3,740","3,710","4,850","5,240", , 
  EPS＜당기＞,85,42,-153,-497,181,, , 
펼치기 PBR,0.72,0.79,0.85,0.96,1.20,,25.18, 
  보통주수정주가(기말)＜당기＞,"3,265","3,590","3,740","3,710","4,850","5,240", , 
  BPS＜당기＞,"4,524","4,549","4,384","3,881","4,054",, , 
펼치기 PCR,8.42,29.75,46.75,-108.77,-10.64,,90.21, 
  보통주수정주가(기말)＜당기＞,"3,265","3,590","3,740","3,710","4,850","5,240", , 
  CPS＜당기＞,388,121,80,-34,-456,, , 
펼치기 PSR,0.49,0.53,0.56,0.55,0.57,,2.93, 
  보통주수정주가(기말)＜당기＞,"3,265","3,590","3,740","3,710","4,850","5,240", , 
  SPS＜당기＞,"6,634","6,814","6,710","6,710","8,522",, , 
펼치기 EV/EBITDA,10.43,13.45,-38.69,-13.76,22.94,,266.66, 
  EV＜당기＞,216.9,235.9,248.9,256.6,408.6,, , 
  EBITDA＜당기＞,20.8,17.5,-6.4,-18.6,17.8,, , 
펼치기 DPS,0,25,,,,, , 
  현금DPS,0,25,,,,, , 
  주식DPS,0,,,,,, , 
  현금배당수익률,0.00,0.70,,,,, , 
  현금배당성향(%),0.00,60.06,0.00,0.00,,, , 
