항목,"2017/12
(IFRS별도)",2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-2,756",-847,"-1,233",-395,-579,,-46, 
  당기순이익(지배)＜당기＞,-130.0,-87.5,-146.3,-57.8,-105.8,, , 
  보통주수정평균발행주식수＜당기＞,"4,717,786","10,331,953","11,867,076","14,610,136","18,271,098","18,296,767", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,261,499,79,"3,084","2,857",,-7, 
  자본총계(지배)＜당기＞,23.7,57.1,10.2,559.6,522.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"9,097,632","11,457,329","12,968,594","18,146,065","18,291,088","18,291,088", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-612,-656,-879,"-1,278",-471,,63, 
  영업활동현금흐름＜당기＞,-28.9,-67.8,-104.3,-186.8,-86.0,, , 
  보통주수정평균발행주식수＜당기＞,"4,717,786","10,331,953","11,867,076","14,610,136","18,271,098","18,296,767", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,627,347,345,"3,126","1,658",,-47, 
  매출액＜당기＞,29.6,35.8,41.0,456.7,303.0,, , 
  보통주수정평균발행주식수＜당기＞,"4,717,786","10,331,953","11,867,076","14,610,136","18,271,098","18,296,767", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,44.75, 
  보통주수정주가(기말)＜당기＞,"7,000","7,000","6,740","11,250","9,100","7,000", , 
  EPS＜당기＞,"-2,756",-847,"-1,233",-395,-579,, , 
펼치기 PBR,26.85,14.04,85.63,3.65,3.19,,-12.69, 
  보통주수정주가(기말)＜당기＞,"7,000","7,000","6,740","11,250","9,100","7,000", , 
  BPS＜당기＞,261,499,79,"3,084","2,857",, , 
펼치기 PCR,-11.43,-10.66,-7.67,-8.80,-19.33,,-119.71, 
  보통주수정주가(기말)＜당기＞,"7,000","7,000","6,740","11,250","9,100","7,000", , 
  CPS＜당기＞,-612,-656,-879,"-1,278",-471,, , 
펼치기 PSR,11.16,20.17,19.52,3.60,5.49,,52.47, 
  보통주수정주가(기말)＜당기＞,"7,000","7,000","6,740","11,250","9,100","7,000", , 
  SPS＜당기＞,627,347,345,"3,126","1,658",, , 
펼치기 EV/EBITDA,-18.60,-11.97,-9.20,35.57,-18.06,,-150.78, 
  EV＜당기＞,711.9,870.9,914.8,"1,868.1","1,527.0",, , 
  EBITDA＜당기＞,-38.3,-72.7,-99.5,52.5,-84.6,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
