항목,"2018/06
(IFRS별도)","2019/06
(IFRS별도)","2020/06
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,730,745,691,142,323,,128, 
  당기순이익(지배)＜당기＞,84.9,86.6,80.4,18.7,42.6,, , 
  보통주수정평균발행주식수＜당기＞,"11,625,000","11,625,000","11,633,544","13,188,622","13,188,622","13,191,787", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,,0,, , 
펼치기 BPS,"3,793","4,510","5,820","5,829","6,136",,5, 
  자본총계(지배)＜당기＞,441.0,524.3,767.6,768.8,809.1,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"11,625,000","11,625,000","13,188,623","13,188,623","13,186,163","13,190,319", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,572,582,681,31,608,,"1,882", 
  영업활동현금흐름＜당기＞,66.5,67.7,79.3,4.0,80.2,, , 
  보통주수정평균발행주식수＜당기＞,"11,625,000","11,625,000","11,633,544","13,188,622","13,188,622","13,191,787", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,,0,, , 
펼치기 SPS,"4,382","4,450","4,504","1,988","4,354",,119, 
  매출액＜당기＞,509.5,517.3,523.9,262.2,574.2,, , 
  보통주수정평균발행주식수＜당기＞,"11,625,000","11,625,000","11,633,544","13,188,622","13,188,622","13,191,787", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,,0,, , 
펼치기 PER,,,,101.47,32.48,,-67.99, 
  보통주수정주가(기말)＜당기＞,,,,"14,367","10,500","9,420", , 
  EPS＜당기＞,730,745,691,142,323,, , 
펼치기 PBR,0.00,0.00,0.00,2.46,1.71,,-30.57, 
  보통주수정주가(기말)＜당기＞,,,,"14,367","10,500","9,420", , 
  BPS＜당기＞,"3,793","4,510","5,820","5,829","6,136",, , 
펼치기 PCR,,,0.00,468.11,17.26,,-96.31, 
  보통주수정주가(기말)＜당기＞,,,,"14,367","10,500","9,420", , 
  CPS＜당기＞,572,582,681,31,608,, , 
펼치기 PSR,,,0.00,7.23,2.41,,-66.63, 
  보통주수정주가(기말)＜당기＞,,,,"14,367","10,500","9,420", , 
  SPS＜당기＞,"4,382","4,450","4,504","1,988","4,354",, , 
펼치기 EV/EBITDA,,,,71.15,18.65,,-73.79, 
  EV＜당기＞,,,,"1,672.6","1,191.1",, , 
  EBITDA＜당기＞,118.8,119.6,111.5,23.5,63.9,, , 
펼치기 DPS,0,0,137,32,48,,50, 
  현금DPS,0,0,137,32,48,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,,,0.22,0.46,,0.23, 
  현금배당성향(%),0.00,0.00,22.42,22.60,14.84,,-7.76, 
